Region,Year,Indicator,Value,continent,UNregion,name_official,Normalized
ASM,2007,GHG Emission per capita,2.3125585625,Oceania,Polynesia,American Samoa,0.9766680335238244
ASM,2012,GHG Emission per capita,2.9463812000000003,Oceania,Polynesia,American Samoa,0.9698018340386183
ASM,2017,GHG Emission per capita,3.34141645,Oceania,Polynesia,American Samoa,0.9655224178901406
ASM,2022,GHG Emission per capita,2.81508895,Oceania,Polynesia,American Samoa,0.9712241227453096
ATG,2007,GHG Emission per capita,7.8212905,America,Caribbean,Antigua and Barbuda,0.9169919504123234
ATG,2012,GHG Emission per capita,7.2911673,America,Caribbean,Antigua and Barbuda,0.9227347740787246
ATG,2017,GHG Emission per capita,7.607126,America,Caribbean,Antigua and Barbuda,0.9193119940533168
ATG,2022,GHG Emission per capita,7.2846165,America,Caribbean,Antigua and Barbuda,0.9228057388832717
AUS,2007,GHG Emission per capita,33.48879,Oceania,Australia and New Zealand,Commonwealth of Australia,0.6389359747713035
AUS,2012,GHG Emission per capita,34.06301,Oceania,Australia and New Zealand,Commonwealth of Australia,0.6327154505502907
AUS,2017,GHG Emission per capita,27.37073,Oceania,Australia and New Zealand,Commonwealth of Australia,0.7052129076813558
AUS,2022,GHG Emission per capita,21.913708,Oceania,Australia and New Zealand,Commonwealth of Australia,0.7643288171334826
AUT,2007,GHG Emission per capita,10.003585,Europe,Western Europe,Republic of Austria,0.8933511580424421
AUT,2012,GHG Emission per capita,8.928735,Europe,Western Europe,Republic of Austria,0.9049950061476209
AUT,2017,GHG Emission per capita,8.750201,Europe,Western Europe,Republic of Austria,0.9069290646465834
AUT,2022,GHG Emission per capita,7.6457467,Europe,Western Europe,Republic of Austria,0.9188936160800965
AZE,2007,GHG Emission per capita,5.7673297,Asia,Western Asia,Republic of Azerbaijan,0.9392425040423102
AZE,2012,GHG Emission per capita,5.941931,Asia,Western Asia,Republic of Azerbaijan,0.9373510484753319
AZE,2017,GHG Emission per capita,5.917096,Asia,Western Asia,Republic of Azerbaijan,0.9376200859853957
AZE,2022,GHG Emission per capita,6.8162413,Asia,Western Asia,Republic of Azerbaijan,0.927879646577399
BDI,2007,GHG Emission per capita,0.7630499,Africa,Eastern Africa,Republic of Burundi,0.9934538580610236
BDI,2012,GHG Emission per capita,1.1155211,Africa,Eastern Africa,Republic of Burundi,0.989635538189181
BDI,2017,GHG Emission per capita,0.8193339,Africa,Eastern Africa,Republic of Burundi,0.9928441335908632
BDI,2022,GHG Emission per capita,0.68324214,Africa,Eastern Africa,Republic of Burundi,0.9943184153807003
BEL,2007,GHG Emission per capita,13.683958,Europe,Western Europe,Kingdom of Belgium,0.8534816839926669
BEL,2012,GHG Emission per capita,11.586849,Europe,Western Europe,Kingdom of Belgium,0.876199661995182
BEL,2017,GHG Emission per capita,10.847602,Europe,Western Europe,Kingdom of Belgium,0.8842079234085969
BEL,2022,GHG Emission per capita,9.649445,Europe,Western Europe,Kingdom of Belgium,0.8971875560216653
BEN,2007,GHG Emission per capita,4.032926,Africa,Western Africa,Republic of Benin,0.9580312961862
BEN,2012,GHG Emission per capita,3.7966425,Africa,Western Africa,Republic of Benin,0.9605909549141713
BEN,2017,GHG Emission per capita,2.6255658,Africa,Western Africa,Republic of Benin,0.9732772266863385
BEN,2022,GHG Emission per capita,2.3644164,Africa,Western Africa,Republic of Benin,0.9761062576640179
BFA,2007,GHG Emission per capita,4.3977675,Africa,Western Africa,Burkina Faso,0.9540789688768401
BFA,2012,GHG Emission per capita,2.937634,Africa,Western Africa,Burkina Faso,0.9698965924403912
BFA,2017,GHG Emission per capita,2.1975808,Africa,Western Africa,Burkina Faso,0.9779135874169474
BFA,2022,GHG Emission per capita,2.1029499,Africa,Western Africa,Burkina Faso,0.9789387237854233
BGD,2007,GHG Emission per capita,1.1172866,Asia,Southern Asia,People's Republic of Bangladesh,0.9896164125308755
BGD,2012,GHG Emission per capita,1.2640513,Asia,Southern Asia,People's Republic of Bangladesh,0.9880265108013297
BGD,2017,GHG Emission per capita,1.3865705,Asia,Southern Asia,People's Republic of Bangladesh,0.9866992605294146
BGD,2022,GHG Emission per capita,1.4762752,Asia,Southern Asia,People's Republic of Bangladesh,0.9857274896766253
BGR,2007,GHG Emission per capita,8.017953,Europe,Eastern Europe,Republic of Bulgaria,0.9148615059056623
BGR,2012,GHG Emission per capita,7.7351675,Europe,Eastern Europe,Republic of Bulgaria,0.9179249207154935
BGR,2017,GHG Emission per capita,8.044917,Europe,Eastern Europe,Republic of Bulgaria,0.9145694049424508
BGR,2022,GHG Emission per capita,8.1291485,Europe,Eastern Europe,Republic of Bulgaria,0.9136569252553582
BHR,2007,GHG Emission per capita,44.70099,Asia,Western Asia,Kingdom of Bahrain,0.51747423245853
BHR,2012,GHG Emission per capita,42.261665,Asia,Western Asia,Kingdom of Bahrain,0.5438994357698432
BHR,2017,GHG Emission per capita,41.612457,Asia,Western Asia,Kingdom of Bahrain,0.5509323048591737
BHR,2022,GHG Emission per capita,45.917633,Asia,Western Asia,Kingdom of Bahrain,0.5042943410409099
BHS,2007,GHG Emission per capita,6.2799172,America,Caribbean,Commonwealth of the Bahamas,0.9336896445822802
BHS,2012,GHG Emission per capita,6.4349318,America,Caribbean,Commonwealth of the Bahamas,0.9320103717009619
BHS,2017,GHG Emission per capita,7.33708,America,Caribbean,Commonwealth of the Bahamas,0.9222374018826985
BHS,2022,GHG Emission per capita,6.229781,America,Caribbean,Commonwealth of the Bahamas,0.9342327699461643
BIH,2007,GHG Emission per capita,5.574423,Europe,Southern Europe,Bosnia and Herzegovina,0.9413322619743671
BIH,2012,GHG Emission per capita,7.6854553,Europe,Southern Europe,Bosnia and Herzegovina,0.9184634528881448
BIH,2017,GHG Emission per capita,8.871405,Europe,Southern Europe,Bosnia and Herzegovina,0.9056160619338887
BIH,2022,GHG Emission per capita,8.475285,Europe,Southern Europe,Bosnia and Herzegovina,0.9099072291771536
BLR,2007,GHG Emission per capita,9.286904,Europe,Eastern Europe,Republic of Belarus,0.9011149620186877
BLR,2012,GHG Emission per capita,11.50455,Europe,Eastern Europe,Republic of Belarus,0.8770912069132711
BLR,2017,GHG Emission per capita,11.324708,Europe,Eastern Europe,Republic of Belarus,0.879039434973867
BLR,2022,GHG Emission per capita,11.400278,Europe,Eastern Europe,Republic of Belarus,0.8782207853006025
BLZ,2007,GHG Emission per capita,16.328781,America,Central America,Belize,0.8248303212191794
BLZ,2012,GHG Emission per capita,16.538439,America,Central America,Belize,0.8225590964845323
BLZ,2017,GHG Emission per capita,20.844116,America,Central America,Belize,0.775915705334175
BLZ,2022,GHG Emission per capita,17.801609,America,Central America,Belize,0.8088751781600976
BMU,2007,GHG Emission per capita,24.9908135,America,Northern America,Bermuda,0.730994538819662
BMU,2012,GHG Emission per capita,21.442808,America,Northern America,Bermuda,0.7694300759814414
BMU,2017,GHG Emission per capita,20.715405,America,Northern America,Bermuda,0.7773100313642867
BMU,2022,GHG Emission per capita,19.037595,America,Northern America,Bermuda,0.7954857440584766
BOL,2007,GHG Emission per capita,13.418167,America,South America,Plurinational State of Bolivia,0.8563609974147478
BOL,2012,GHG Emission per capita,11.474945,America,South America,Plurinational State of Bolivia,0.8774119178247041
BOL,2017,GHG Emission per capita,10.633495,America,South America,Plurinational State of Bolivia,0.8865273441521941
BOL,2022,GHG Emission per capita,8.787951,America,South America,Plurinational State of Bolivia,0.9065201189648878
BRA,2007,GHG Emission per capita,13.945671,America,South America,Federative Republic of Brazil,0.8506465475372075
BRA,2012,GHG Emission per capita,12.136839,America,South America,Federative Republic of Brazil,0.8702416213203276
BRA,2017,GHG Emission per capita,11.0208645,America,South America,Federative Republic of Brazil,0.882330971059596
BRA,2022,GHG Emission per capita,10.441194,America,South America,Federative Republic of Brazil,0.888610540537247
BRB,2007,GHG Emission per capita,7.610263,America,Caribbean,Barbados,0.9192780109379927
BRB,2012,GHG Emission per capita,7.357637,America,Caribbean,Barbados,0.9220147079388942
BRB,2017,GHG Emission per capita,6.5556836,America,Caribbean,Barbados,0.9307022676700488
BRB,2022,GHG Emission per capita,4.9902973,America,Caribbean,Barbados,0.9476600946255568
BRN,2007,GHG Emission per capita,43.019707,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.5356875681554357
BRN,2012,GHG Emission per capita,43.703682,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.5282780682180123
BRN,2017,GHG Emission per capita,38.728874,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.5821701542806516
BRN,2022,GHG Emission per capita,37.44267,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.5961035998854087
BTN,2007,GHG Emission per capita,9.433645,Asia,Southern Asia,Kingdom of Bhutan,0.8995253170311993
BTN,2012,GHG Emission per capita,6.749708,Asia,Southern Asia,Kingdom of Bhutan,0.9286004016959144
BTN,2017,GHG Emission per capita,5.3081694,Asia,Southern Asia,Kingdom of Bhutan,0.944216586741411
BTN,2022,GHG Emission per capita,4.0479507,Asia,Southern Asia,Kingdom of Bhutan,0.9578685336382856
BWA,2007,GHG Emission per capita,10.914353,Africa,Southern Africa,Republic of Botswana,0.8834848099463753
BWA,2012,GHG Emission per capita,11.63975,Africa,Southern Africa,Republic of Botswana,0.8756265855579003
BWA,2017,GHG Emission per capita,9.943618,Africa,Southern Africa,Republic of Botswana,0.8940007804449386
BWA,2022,GHG Emission per capita,11.353353,Africa,Southern Africa,Republic of Botswana,0.878729123740697
CAF,2007,GHG Emission per capita,6.956842,Africa,Middle Africa,Central African Republic,0.9263565194487002
CAF,2012,GHG Emission per capita,5.500169,Africa,Middle Africa,Central African Republic,0.9421366554220127
CAF,2017,GHG Emission per capita,5.594749,Africa,Middle Africa,Central African Republic,0.9411120704531448
CAF,2022,GHG Emission per capita,4.7383094,Africa,Middle Africa,Central African Republic,0.9503898790903127
CAN,2007,GHG Emission per capita,26.829731,America,Northern America,Canada,0.7110735488694784
CAN,2012,GHG Emission per capita,23.411915,America,Northern America,Canada,0.748098743413321
CAN,2017,GHG Emission per capita,22.960094,America,Northern America,Canada,0.7529933194888014
CAN,2022,GHG Emission per capita,20.33428,America,Northern America,Canada,0.7814387577996836
CHE,2007,GHG Emission per capita,6.746784,Europe,Western Europe,Swiss Confederation,0.9286320773826237
CHE,2012,GHG Emission per capita,6.1576824,Europe,Western Europe,Swiss Confederation,0.93501381394951
CHE,2017,GHG Emission per capita,5.3537545,Europe,Western Europe,Swiss Confederation,0.9437227634355921
CHE,2022,GHG Emission per capita,4.855738,Europe,Western Europe,Swiss Confederation,0.9491177752789867
CHL,2007,GHG Emission per capita,7.1706104,America,South America,Republic of Chile,0.9240407667582903
CHL,2012,GHG Emission per capita,7.3505235,America,South America,Republic of Chile,0.9220917684715231
CHL,2017,GHG Emission per capita,6.945666,America,South America,Republic of Chile,0.9264775890364785
CHL,2022,GHG Emission per capita,6.1981015,America,South America,Republic of Chile,0.9345759539123439
CHN,2007,GHG Emission per capita,6.6911983,Asia,Eastern Asia,People's Republic of China,0.9292342371701476
CHN,2012,GHG Emission per capita,8.610319,Asia,Eastern Asia,People's Republic of China,0.9084444060994825
CHN,2017,GHG Emission per capita,8.6125345,Asia,Eastern Asia,People's Republic of China,0.9084204055919913
CHN,2022,GHG Emission per capita,9.778955,Asia,Eastern Asia,People's Republic of China,0.8957845744259992
CIV,2007,GHG Emission per capita,4.539314,Africa,Western Africa,Republic of Côte d'Ivoire,0.9525455958984527
CIV,2012,GHG Emission per capita,4.56775,Africa,Western Africa,Republic of Côte d'Ivoire,0.9522375487619045
CIV,2017,GHG Emission per capita,3.754898,Africa,Western Africa,Republic of Côte d'Ivoire,0.9610431730071394
CIV,2022,GHG Emission per capita,2.9976535,Africa,Western Africa,Republic of Côte d'Ivoire,0.9692464013054899
CMR,2007,GHG Emission per capita,3.4640965,Africa,Middle Africa,Republic of Cameroon,0.9641934251304665
CMR,2012,GHG Emission per capita,3.3089414,Africa,Middle Africa,Republic of Cameroon,0.9658742200480307
CMR,2017,GHG Emission per capita,2.8764937,Africa,Middle Africa,Republic of Cameroon,0.9705589251996647
CMR,2022,GHG Emission per capita,2.3517,Africa,Middle Africa,Republic of Cameroon,0.976244014402209
COD,2007,GHG Emission per capita,4.3409395,Africa,Middle Africa,Democratic Republic of the Congo,0.9546945864980161
COD,2012,GHG Emission per capita,10.182558,Africa,Middle Africa,Democratic Republic of the Congo,0.8914123438572739
COD,2017,GHG Emission per capita,7.830368,Africa,Middle Africa,Democratic Republic of the Congo,0.9168936138712481
COD,2022,GHG Emission per capita,6.0721083,Africa,Middle Africa,Democratic Republic of the Congo,0.9359408380199732
COG,2007,GHG Emission per capita,8.500731,Africa,Middle Africa,Republic of the Congo,0.9096315727051953
COG,2012,GHG Emission per capita,8.860498,Africa,Middle Africa,Republic of the Congo,0.9057342174451537
COG,2017,GHG Emission per capita,7.160088,Africa,Middle Africa,Republic of the Congo,0.9241547558984512
COG,2022,GHG Emission per capita,5.8589,Africa,Middle Africa,Republic of the Congo,0.9382505231480964
COL,2007,GHG Emission per capita,5.1226273,America,South America,Republic of Colombia,0.946226563974993
COL,2012,GHG Emission per capita,10.55235,America,South America,Republic of Colombia,0.8874063877903713
COL,2017,GHG Emission per capita,5.200081,America,South America,Republic of Colombia,0.945387508183037
COL,2022,GHG Emission per capita,5.239535,America,South America,Republic of Colombia,0.9449601030724245
COM,2007,GHG Emission per capita,0.9593226,Africa,Eastern Africa,Union of the Comoros,0.9913276362570573
COM,2012,GHG Emission per capita,1.1126539,Africa,Eastern Africa,Union of the Comoros,0.9896665985615931
COM,2017,GHG Emission per capita,1.1889538,Africa,Eastern Africa,Union of the Comoros,0.9888400418829494
COM,2022,GHG Emission per capita,1.2888256,Africa,Eastern Africa,Union of the Comoros,0.9877581308542562
CPV,2007,GHG Emission per capita,1.6314994,Africa,Western Africa,Republic of Cabo Verde,0.9840459461988863
CPV,2012,GHG Emission per capita,1.6495981,Africa,Western Africa,Republic of Cabo Verde,0.9838498830145338
CPV,2017,GHG Emission per capita,1.3529612,Africa,Western Africa,Republic of Cabo Verde,0.9870633500155025
CPV,2022,GHG Emission per capita,1.3995124,Africa,Western Africa,Republic of Cabo Verde,0.9865590609501316
CRI,2007,GHG Emission per capita,3.288433,America,Central America,Republic of Costa Rica,0.966096387508123
CRI,2012,GHG Emission per capita,3.213497,America,Central America,Republic of Costa Rica,0.9669081690605346
CRI,2017,GHG Emission per capita,3.2795599,America,Central America,Republic of Costa Rica,0.9661925097843681
CRI,2022,GHG Emission per capita,3.0026934,America,Central America,Republic of Costa Rica,0.969191804077909
CUB,2007,GHG Emission per capita,3.7895973,America,Caribbean,Republic of Cuba,0.9606672755530239
CUB,2012,GHG Emission per capita,3.733692,America,Caribbean,Republic of Cuba,0.9612728975667694
CUB,2017,GHG Emission per capita,3.373996,America,Caribbean,Republic of Cuba,0.9651694836839396
CUB,2022,GHG Emission per capita,2.9777126,America,Caribbean,Republic of Cuba,0.969462421039109
CUW,2007,GHG Emission per capita,7.942001471428571,America,Caribbean,Country of Curaçao,0.9156842886772508
CUW,2012,GHG Emission per capita,7.676584335714286,America,Caribbean,Country of Curaçao,0.9185595520282009
CUW,2017,GHG Emission per capita,7.051229364285715,America,Caribbean,Country of Curaçao,0.9253340213021765
CUW,2022,GHG Emission per capita,6.175865478571429,America,Caribbean,Country of Curaçao,0.934816836692246
CYM,2007,GHG Emission per capita,7.942001471428571,America,Caribbean,Cayman Islands,0.9156842886772508
CYM,2012,GHG Emission per capita,7.676584335714286,America,Caribbean,Cayman Islands,0.9185595520282009
CYM,2017,GHG Emission per capita,7.051229364285715,America,Caribbean,Cayman Islands,0.9253340213021765
CYM,2022,GHG Emission per capita,6.175865478571429,America,Caribbean,Cayman Islands,0.934816836692246
CYP,2007,GHG Emission per capita,8.169841,Asia,Western Asia,Republic of Cyprus,0.9132161034764867
CYP,2012,GHG Emission per capita,6.350751,Asia,Western Asia,Republic of Cyprus,0.9329223021550461
CYP,2017,GHG Emission per capita,6.8848453,Asia,Western Asia,Republic of Cyprus,0.9271364595695303
CYP,2022,GHG Emission per capita,6.528182,Asia,Western Asia,Republic of Cyprus,0.9310001924530877
CZE,2007,GHG Emission per capita,12.921098,Europe,Eastern Europe,Czech Republic,0.8617457449923568
CZE,2012,GHG Emission per capita,10.644093,Europe,Eastern Europe,Czech Republic,0.88641253603737
CZE,2017,GHG Emission per capita,10.574516,Europe,Eastern Europe,Czech Republic,0.8871662635524782
CZE,2022,GHG Emission per capita,10.114017,Europe,Eastern Europe,Czech Republic,0.8921548483862565
DEU,2007,GHG Emission per capita,11.703529,Europe,Western Europe,Federal Republic of Germany,0.8749356677663014
DEU,2012,GHG Emission per capita,11.067247,Europe,Western Europe,Federal Republic of Germany,0.8818285095210201
DEU,2017,GHG Emission per capita,10.560063,Europe,Western Europe,Federal Republic of Germany,0.8873228328753271
DEU,2022,GHG Emission per capita,8.868759,Europe,Western Europe,Federal Republic of Germany,0.905644726047101
DJI,2007,GHG Emission per capita,2.0043204,Africa,Eastern Africa,Republic of Djibouti,0.9800071769804644
DJI,2012,GHG Emission per capita,1.934385,Africa,Eastern Africa,Republic of Djibouti,0.9807647870421239
DJI,2017,GHG Emission per capita,1.8151453,Africa,Eastern Africa,Republic of Djibouti,0.982056510496473
DJI,2022,GHG Emission per capita,1.7936137,Africa,Eastern Africa,Republic of Djibouti,0.9822897622803141
DMA,2007,GHG Emission per capita,3.3618124,America,Caribbean,Commonwealth of Dominica,0.9653014686006948
DMA,2012,GHG Emission per capita,3.522748,America,Caribbean,Commonwealth of Dominica,0.9635580535370899
DMA,2017,GHG Emission per capita,2.7565455,America,Caribbean,Commonwealth of Dominica,0.9718583238332318
DMA,2022,GHG Emission per capita,2.6990259,America,Caribbean,Commonwealth of Dominica,0.9724814335559565
DNK,2007,GHG Emission per capita,13.005716,Europe,Northern Europe,Kingdom of Denmark,0.8608290783514637
DNK,2012,GHG Emission per capita,10.094197,Europe,Northern Europe,Kingdom of Denmark,0.8923695584103946
DNK,2017,GHG Emission per capita,8.813413,Europe,Northern Europe,Kingdom of Denmark,0.9062442891649586
DNK,2022,GHG Emission per capita,7.566193,Europe,Northern Europe,Kingdom of Denmark,0.9197554211682529
DOM,2007,GHG Emission per capita,3.3203707,America,Caribbean,Dominican Republic,0.9657504064618107
DOM,2012,GHG Emission per capita,3.296599,America,Caribbean,Dominican Republic,0.9660079252448984
DOM,2017,GHG Emission per capita,3.600613,America,Caribbean,Dominican Republic,0.9627145421329779
DOM,2022,GHG Emission per capita,3.431633,America,Caribbean,Dominican Republic,0.9645451021672273
DZA,2007,GHG Emission per capita,5.898776,Africa,Northern Africa,People's Democratic Republic of Algeria,0.9378185465122477
DZA,2012,GHG Emission per capita,6.162103,Africa,Northern Africa,People's Democratic Republic of Algeria,0.9349659255977085
DZA,2017,GHG Emission per capita,6.4844103,Africa,Northern Africa,People's Democratic Republic of Algeria,0.9314743711999878
DZA,2022,GHG Emission per capita,6.2794666,Africa,Northern Africa,People's Democratic Republic of Algeria,0.9336945259312649
ECU,2007,GHG Emission per capita,5.6666937,America,South America,Republic of Ecuador,0.9403326936482207
ECU,2012,GHG Emission per capita,6.3993154,America,South America,Republic of Ecuador,0.932396204097718
ECU,2017,GHG Emission per capita,5.0047083,America,South America,Republic of Ecuador,0.9475039802886318
ECU,2022,GHG Emission per capita,4.4447136,America,South America,Republic of Ecuador,0.9535704018604838
EGY,2007,GHG Emission per capita,3.5424376,Africa,Northern Africa,Arab Republic of Egypt,0.963344756135916
EGY,2012,GHG Emission per capita,3.456898,Africa,Northern Africa,Arab Republic of Egypt,0.9642714064679416
EGY,2017,GHG Emission per capita,3.5431066,Africa,Northern Africa,Arab Republic of Egypt,0.9633375088601264
EGY,2022,GHG Emission per capita,3.2214096,Africa,Northern Africa,Arab Republic of Egypt,0.9668224518790516
ERI,2007,GHG Emission per capita,2.5887756,Africa,Eastern Africa,State of Eritrea,0.9736757748563708
ERI,2012,GHG Emission per capita,2.302408,Africa,Eastern Africa,State of Eritrea,0.9767779945490206
ERI,2017,GHG Emission per capita,2.7483296,Africa,Eastern Africa,State of Eritrea,0.9719473266630659
ERI,2022,GHG Emission per capita,2.7407382,Africa,Eastern Africa,State of Eritrea,0.9720295642855302
ESP,2007,GHG Emission per capita,9.374528,Europe,Southern Europe,Kingdom of Spain,0.9001657313852336
ESP,2012,GHG Emission per capita,7.0526733,Europe,Southern Europe,Kingdom of Spain,0.9253183791491963
ESP,2017,GHG Emission per capita,7.0131636,Europe,Southern Europe,Kingdom of Spain,0.9257463876578079
ESP,2022,GHG Emission per capita,6.274981,Europe,Southern Europe,Kingdom of Spain,0.9337431184279488
EST,2007,GHG Emission per capita,16.988352,Europe,Northern Europe,Republic of Estonia,0.8176851897695996
EST,2012,GHG Emission per capita,17.330866,Europe,Northern Europe,Republic of Estonia,0.8139747362273406
EST,2017,GHG Emission per capita,18.972042,Europe,Northern Europe,Republic of Estonia,0.7961958795888656
EST,2022,GHG Emission per capita,12.162445,Europe,Northern Europe,Republic of Estonia,0.8699642315686587
ETH,2007,GHG Emission per capita,2.4653533,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.9750128084089519
ETH,2012,GHG Emission per capita,2.2298486,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.9775640303979325
ETH,2017,GHG Emission per capita,2.5653899,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.973929112102157
ETH,2022,GHG Emission per capita,2.4629323,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.9750390350975714
FIN,2007,GHG Emission per capita,20.749594,Europe,Northern Europe,Republic of Finland,0.7769396619891479
FIN,2012,GHG Emission per capita,17.316353,Europe,Northern Europe,Republic of Finland,0.8141319555300809
FIN,2017,GHG Emission per capita,15.076371,Europe,Northern Europe,Republic of Finland,0.8383976764830832
FIN,2022,GHG Emission per capita,13.05942,Europe,Northern Europe,Republic of Finland,0.860247303016635
FJI,2007,GHG Emission per capita,3.4282916,Oceania,Melanesia,Republic of Fiji,0.9645812995473816
FJI,2012,GHG Emission per capita,2.924093,Oceania,Melanesia,Republic of Fiji,0.9700432820688903
FJI,2017,GHG Emission per capita,2.7593915,Oceania,Melanesia,Republic of Fiji,0.9718274931203812
FJI,2022,GHG Emission per capita,2.3049424,Oceania,Melanesia,Republic of Fiji,0.9767505393984063
FRA,2007,GHG Emission per capita,7.9778013,Europe,Western Europe,French Republic,0.9152964691991123
FRA,2012,GHG Emission per capita,7.0017543,Europe,Western Europe,French Republic,0.925869984584064
FRA,2017,GHG Emission per capita,6.643635,Europe,Western Europe,French Republic,0.929749490312987
FRA,2022,GHG Emission per capita,5.81689,Europe,Western Europe,French Republic,0.9387056174020841
FRO,2007,GHG Emission per capita,13.389180540000002,Europe,Northern Europe,Faroe Islands,0.85667500768348
FRO,2012,GHG Emission per capita,12.22171135,Europe,Northern Europe,Faroe Islands,0.8693221993063446
FRO,2017,GHG Emission per capita,11.60206488,Europe,Northern Europe,Faroe Islands,0.8760348283946734
FRO,2022,GHG Emission per capita,10.34051854,Europe,Northern Europe,Faroe Islands,0.8897011576132658
FSM,2007,GHG Emission per capita,1.2755498,Oceania,Micronesia,Federated States of Micronesia,0.9879019475716352
FSM,2012,GHG Emission per capita,1.1013268,Oceania,Micronesia,Federated States of Micronesia,0.9897893050153981
FSM,2017,GHG Emission per capita,1.2508712,Oceania,Micronesia,Federated States of Micronesia,0.9881692908007819
FSM,2022,GHG Emission per capita,1.3418783,Oceania,Micronesia,Federated States of Micronesia,0.987183411051149
GAB,2007,GHG Emission per capita,18.265245,Africa,Middle Africa,Gabonese Republic,0.8038526102109952
GAB,2012,GHG Emission per capita,14.685432,Africa,Middle Africa,Gabonese Republic,0.8426327179627225
GAB,2017,GHG Emission per capita,13.026448,Africa,Middle Africa,Gabonese Republic,0.8606044886329759
GAB,2022,GHG Emission per capita,9.443757,Africa,Middle Africa,Gabonese Republic,0.8994157737534957
GBR,2007,GHG Emission per capita,11.046697,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.8820511276338372
GBR,2012,GHG Emission per capita,9.11263,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.9030028719453584
GBR,2017,GHG Emission per capita,7.2346873,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.9233466218165303
GBR,2022,GHG Emission per capita,6.0309443,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.9363867675574915
GEO,2007,GHG Emission per capita,1.2788645,Asia,Western Asia,Georgia,0.9878660394325327
GEO,2012,GHG Emission per capita,2.1929855,Asia,Western Asia,Georgia,0.9779633682935327
GEO,2017,GHG Emission per capita,2.2645915,Asia,Western Asia,Georgia,0.9771876606250959
GEO,2022,GHG Emission per capita,2.49618,Asia,Western Asia,Georgia,0.9746788628236295
