Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
AUS,2012,Energy Perspective,0.5963171835421074,0.4973475556614157,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2017,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2022,Energy Perspective,0.5533124464283822,0.45440130532253264,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Oceania,Australia and New Zealand,Commonwealth of Australia
AUT,2007,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Republic of Austria
AUT,2012,Energy Perspective,0.6078170736741548,0.5090451729707657,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Republic of Austria
AUT,2017,Energy Perspective,0.6138481577849347,0.5152164399730519,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Republic of Austria
AUT,2022,Energy Perspective,0.5626725863885915,0.46364260194868867,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Republic of Austria
AZE,2007,Energy Perspective,0.37548841870197275,0.28951023084795124,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Republic of Azerbaijan
AZE,2012,Energy Perspective,0.3894988908893391,0.30179389980934884,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Republic of Azerbaijan
AZE,2017,Energy Perspective,0.37272268821393667,0.28709911262718774,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Republic of Azerbaijan
AZE,2022,Energy Perspective,0.34389210526487446,0.26223195852842074,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Republic of Azerbaijan
BDI,2007,Energy Perspective,0.25227956892040443,0.18635810716354176,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Republic of Burundi
BDI,2012,Energy Perspective,0.297644028996178,0.22334132676907287,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Republic of Burundi
BDI,2017,Energy Perspective,0.6237135926355784,0.5253656338320988,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Republic of Burundi
BDI,2022,Energy Perspective,0.6884571203240922,0.5936794826718028,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Republic of Burundi
BEL,2007,Energy Perspective,0.5954226418131693,0.4964414434636806,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Kingdom of Belgium
BEL,2012,Energy Perspective,0.6080151641854364,0.5092474680013672,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Kingdom of Belgium
BEL,2017,Energy Perspective,0.6153391541085828,0.5167459789446399,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Kingdom of Belgium
BEL,2022,Energy Perspective,0.521565991927131,0.42349029805841965,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Kingdom of Belgium
BEN,2007,Energy Perspective,0.5458223819480433,0.44704838485424453,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Benin
BEN,2012,Energy Perspective,0.5456378533984393,0.4468677050133886,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Benin
BEN,2017,Energy Perspective,0.6413756005474941,0.5437057504363214,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Benin
BEN,2022,Energy Perspective,0.5447344656573893,0.44598348473532956,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Benin
BFA,2007,Energy Perspective,0.5344902415985067,0.43599434330435083,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Burkina Faso
BFA,2012,Energy Perspective,0.5248400583118016,0.42664758003507147,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Burkina Faso
BFA,2017,Energy Perspective,0.5362427319976657,0.43769829040749436,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Burkina Faso
BFA,2022,Energy Perspective,0.5211122919743403,0.4230533329370575,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Burkina Faso
BGD,2007,Energy Perspective,0.4263261969208491,0.33464312073310815,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,People's Republic of Bangladesh
BGD,2012,Energy Perspective,0.43320132579945425,0.3408667945393664,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,People's Republic of Bangladesh
BGD,2017,Energy Perspective,0.4680654118681429,0.3728769045973035,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,People's Republic of Bangladesh
BGD,2022,Energy Perspective,0.3583299939910263,0.27462438377093146,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,People's Republic of Bangladesh
BGR,2007,Energy Perspective,0.4114902782085411,0.32131123441293713,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Bulgaria
BGR,2012,Energy Perspective,0.40746490606241514,0.3177169702091458,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Bulgaria
BGR,2017,Energy Perspective,0.40477090794345827,0.31531695596037845,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Bulgaria
BGR,2022,Energy Perspective,0.45172649468300113,0.3577814425556922,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Bulgaria
BHR,2007,Energy Perspective,0.19637524788583252,0.1423165563174057,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Kingdom of Bahrain
BHR,2012,Energy Perspective,0.21429413751913648,0.1562520849570862,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Kingdom of Bahrain
BHR,2017,Energy Perspective,0.36894372719507007,0.2838119633415707,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Kingdom of Bahrain
BHR,2022,Energy Perspective,0.05560523662738675,0.0385240404896654,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Western Asia,Kingdom of Bahrain
BHS,2007,Energy Perspective,0.5115439366032037,0.41386908844446424,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Commonwealth of the Bahamas
BHS,2012,Energy Perspective,0.5115439366032037,0.41386908844446424,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Commonwealth of the Bahamas
BHS,2017,Energy Perspective,0.4762291347049425,0.38048209665230626,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Commonwealth of the Bahamas
BHS,2022,Energy Perspective,0.47852363026536976,0.38262718603661705,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Commonwealth of the Bahamas
BIH,2007,Energy Perspective,0.6014557289671115,0.5025632039244229,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Southern Europe,Bosnia and Herzegovina
BIH,2012,Energy Perspective,0.6421161349843616,0.5444795149243884,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Southern Europe,Bosnia and Herzegovina
BIH,2017,Energy Perspective,0.6722967301123582,0.5763466098931894,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Southern Europe,Bosnia and Herzegovina
BIH,2022,Energy Perspective,0.47028484037693075,0.37494033164648083,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Southern Europe,Bosnia and Herzegovina
BLR,2007,Energy Perspective,0.4224818139243775,0.3311756147752093,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Belarus
BLR,2012,Energy Perspective,0.4412916969280989,0.34822774045987387,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Belarus
BLR,2017,Energy Perspective,0.42448676075880926,0.33298288482038474,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Belarus
BLR,2022,Energy Perspective,0.39779364279361334,0.3091213898932688,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Eastern Europe,Republic of Belarus
BLZ,2007,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Belize
BLZ,2012,Energy Perspective,0.609258511017322,0.5105178246153539,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Belize
BLZ,2017,Energy Perspective,0.6026441742925851,0.5037720661100054,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Belize
BLZ,2022,Energy Perspective,0.6361441294583953,0.5382505583051036,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Belize
BMU,2007,Energy Perspective,0.5866517841658179,0.487586132489704,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Bermuda
BMU,2012,Energy Perspective,0.5876672178613078,0.4886086555299947,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Bermuda
BMU,2017,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Bermuda
BMU,2022,Energy Perspective,0.5974005373506832,0.4984456567567254,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Bermuda
BOL,2007,Energy Perspective,0.509325031240854,0.411747739248762,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Plurinational State of Bolivia
BOL,2012,Energy Perspective,0.5234468785035333,0.42530323926853264,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Plurinational State of Bolivia
BOL,2017,Energy Perspective,0.6895561224043621,0.5948651181543135,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Plurinational State of Bolivia
BOL,2022,Energy Perspective,0.31171184346046443,0.23504260370379493,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Plurinational State of Bolivia
BRA,2007,Energy Perspective,0.6155904444742676,0.517003917230298,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Federative Republic of Brazil
BRA,2012,Energy Perspective,0.6438744987266726,0.5463183359781624,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Federative Republic of Brazil
BRA,2017,Energy Perspective,0.6224599964427101,0.5240722196376166,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Federative Republic of Brazil
BRA,2022,Energy Perspective,0.621974377170234,0.5235714703983196,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Federative Republic of Brazil
BRB,2007,Energy Perspective,0.5783901824503224,0.4792929129628229,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Barbados
BRB,2012,Energy Perspective,0.5783901824503224,0.4792929129628229,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Barbados
BRB,2017,Energy Perspective,0.5776801605928775,0.4785823349577571,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Barbados
BRB,2022,Energy Perspective,0.571559339032457,0.4724708558338247,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Caribbean,Barbados
BRN,2007,Energy Perspective,0.45399527717689575,0.359867596460354,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2012,Energy Perspective,0.5096718462498028,0.4120790962417174,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2017,Energy Perspective,0.5921431505997539,0.4931242210766338,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2022,Energy Perspective,0.31285851888764443,0.2360013002064729,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BTN,2007,Energy Perspective,0.4053435230535943,0.31582671807921864,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,Kingdom of Bhutan
BTN,2012,Energy Perspective,0.5962777523195252,0.49730760285788556,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,Kingdom of Bhutan
BTN,2017,Energy Perspective,0.7773975587372586,0.6925404892073298,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,Kingdom of Bhutan
BTN,2022,Energy Perspective,0.5783283562502359,0.47923102476449414,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Southern Asia,Kingdom of Bhutan
BWA,2007,Energy Perspective,0.5989883041327118,0.5000564924034958,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Southern Africa,Republic of Botswana
BWA,2012,Energy Perspective,0.6045452263149881,0.5057077996767381,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Southern Africa,Republic of Botswana
BWA,2017,Energy Perspective,0.5997428555910402,0.5008226137272224,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Southern Africa,Republic of Botswana
BWA,2022,Energy Perspective,0.6112322461293316,0.512536632398619,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Southern Africa,Republic of Botswana
CAF,2007,Energy Perspective,0.5533785163746775,0.454466331482914,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Central African Republic
CAF,2012,Energy Perspective,0.5614035706641699,0.4623862660179576,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Central African Republic
CAF,2017,Energy Perspective,0.5538041491369577,0.4548853097147597,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Central African Republic
CAF,2022,Energy Perspective,0.7494398567630991,0.6608207899934724,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Central African Republic
CAN,2007,Energy Perspective,0.5751791071448359,0.476082040131326,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Canada
CAN,2012,Energy Perspective,0.5762024520532059,0.4771045631716167,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Canada
CAN,2017,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Canada
CAN,2022,Energy Perspective,0.5958818734277084,0.4969065465061458,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Northern America,Canada
CHE,2007,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Swiss Confederation
CHE,2012,Energy Perspective,0.6039992001993094,0.5051515572942953,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Swiss Confederation
CHE,2017,Energy Perspective,0.6083545038671926,0.5095940732709034,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Swiss Confederation
CHE,2022,Energy Perspective,0.6033761199163022,0.5045170700717805,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Europe,Western Europe,Swiss Confederation
CHL,2007,Energy Perspective,0.535755329336626,0.43722418574373517,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Chile
CHL,2012,Energy Perspective,0.5367562800345298,0.43819799631807055,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Chile
CHL,2017,Energy Perspective,0.5852238796922818,0.4861494471280881,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Chile
CHL,2022,Energy Perspective,0.5336219364712939,0.4351508382218986,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Chile
CHN,2007,Energy Perspective,0.5888356798294501,0.4897861449699936,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Eastern Asia,People's Republic of China
CHN,2012,Energy Perspective,0.5886639942652375,0.48961307461817816,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Eastern Asia,People's Republic of China
CHN,2017,Energy Perspective,0.556319044809657,0.4573633509009261,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Eastern Asia,People's Republic of China
CHN,2022,Energy Perspective,0.45126839353878195,0.35736060535238495,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Asia,Eastern Asia,People's Republic of China
CIV,2007,Energy Perspective,0.5594410868894686,0.4604455140775083,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2012,Energy Perspective,0.5616305413787125,0.4626108896624906,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2017,Energy Perspective,0.6169490729937274,0.5183992483367996,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2022,Energy Perspective,0.6483505350356882,0.5510090675496363,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Côte d'Ivoire
CMR,2007,Energy Perspective,0.5752666397311799,0.476169474728221,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of Cameroon
CMR,2012,Energy Perspective,0.691404580657855,0.5968612785864275,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of Cameroon
CMR,2017,Energy Perspective,0.6262509314740623,0.5279869264924015,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of Cameroon
CMR,2022,Energy Perspective,0.6459367044197171,0.5484776914373473,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of Cameroon
COD,2007,Energy Perspective,0.6474388819002541,0.5500525340005208,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Democratic Republic of the Congo
COD,2012,Energy Perspective,0.6839121290841671,0.5887855662500366,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Democratic Republic of the Congo
COD,2017,Energy Perspective,0.6214208533628772,0.5230009016289959,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Democratic Republic of the Congo
COD,2022,Energy Perspective,0.6030396421305115,0.5041745434996401,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Democratic Republic of the Congo
COG,2007,Energy Perspective,0.46653748179393084,0.3714581712588477,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of the Congo
COG,2012,Energy Perspective,0.48925415957464186,0.39270332490733517,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of the Congo
COG,2017,Energy Perspective,0.572921072034899,0.47382832187547597,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of the Congo
COG,2022,Energy Perspective,0.5808401521882806,0.48174742486037625,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Middle Africa,Republic of the Congo
COL,2007,Energy Perspective,0.5843188466567303,0.4852395671066067,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Colombia
COL,2012,Energy Perspective,0.579920059050343,0.48082514872095483,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Colombia
COL,2017,Energy Perspective,0.6179044116703908,0.5193811633943335,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Colombia
COL,2022,Energy Perspective,0.48987256301523896,0.39328624842213816,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,South America,Republic of Colombia
COM,2007,Energy Perspective,0.5989326496151551,0.5,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Union of the Comoros
COM,2012,Energy Perspective,0.6003811215174328,0.5014709719293576,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Union of the Comoros
COM,2017,Energy Perspective,0.6503789771164643,0.5531394875851288,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Union of the Comoros
COM,2022,Energy Perspective,0.7182851984101862,0.6261737538869522,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Eastern Africa,Union of the Comoros
CPV,2007,Energy Perspective,0.5989801859498438,0.5000482518678011,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Cabo Verde
CPV,2012,Energy Perspective,0.7637596834500062,0.676992524523438,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Cabo Verde
CPV,2017,Energy Perspective,0.6601233957296749,0.5634146627344454,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Cabo Verde
CPV,2022,Energy Perspective,0.5309863729133713,0.43259358332036413,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,Africa,Western Africa,Republic of Cabo Verde
CRI,2007,Energy Perspective,0.5882127528404762,0.48915828941523304,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Republic of Costa Rica
CRI,2012,Energy Perspective,0.6455989395762132,0.5481238082266168,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Republic of Costa Rica
CRI,2017,Energy Perspective,0.6807751625004467,0.5854165391685797,,Calculated based in Fossil Fuel Subcidies and Renewable Investments,America,Central America,Republic of Costa Rica
