Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
AND,2007,Waste Management,0.32687276233079837,0.24552985542918804,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Principality of Andorra
AND,2012,Waste Management,0.32687276233079837,0.24552985542918804,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Principality of Andorra
AND,2017,Waste Management,0.32687276233079837,0.24552985542918804,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Principality of Andorra
AND,2022,Waste Management,0.31790082506270584,0.2380462838747353,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Principality of Andorra
ARE,2007,Waste Management,0.4561459560399342,0.3585175442910152,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,United Arab Emirates
ARE,2012,Waste Management,0.4561459560399342,0.3585175442910152,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,United Arab Emirates
ARE,2017,Waste Management,0.4757852681463042,0.3765575115718438,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,United Arab Emirates
ARE,2022,Waste Management,0.4757852681463042,0.3765575115718438,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,United Arab Emirates
ARG,2007,Waste Management,0.435629099643239,0.3399239447238289,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Argentine Republic
ARG,2012,Waste Management,0.43897054257479773,0.34293471890328847,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Argentine Republic
ARG,2017,Waste Management,0.43897054257479773,0.34293471890328847,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Argentine Republic
ARG,2022,Waste Management,0.43897054257479773,0.34293471890328847,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Argentine Republic
ARM,2007,Waste Management,0.905035192973405,0.8365958510560927,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Armenia
ARM,2012,Waste Management,0.9049353568018613,0.8364726928160353,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Armenia
ARM,2017,Waste Management,0.9029775631855641,0.8340592202158332,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Armenia
ARM,2022,Waste Management,0.901277324358353,0.8319658220825703,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Armenia
ASM,2007,Waste Management,0.28994841841747543,0.21501798291229735,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Polynesia,American Samoa
ASM,2012,Waste Management,0.28994841841747543,0.21501798291229735,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Polynesia,American Samoa
ASM,2017,Waste Management,0.28994841841747543,0.21501798291229735,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Polynesia,American Samoa
ASM,2022,Waste Management,0.28994841841747543,0.21501798291229735,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Polynesia,American Samoa
ATG,2007,Waste Management,0.5665424384343626,0.4630855283880442,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Antigua and Barbuda
ATG,2012,Waste Management,0.5665202978073675,0.4630637696893049,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Antigua and Barbuda
ATG,2017,Waste Management,0.5032116487758028,0.40215196630758776,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Antigua and Barbuda
ATG,2022,Waste Management,0.5032116487758028,0.40215196630758776,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Antigua and Barbuda
AUS,2007,Waste Management,0.5068136936633406,0.4055485804858765,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2012,Waste Management,0.5089128143406703,0.40753177812146557,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2017,Waste Management,0.4995133502227292,0.39867312790171255,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2022,Waste Management,0.4995133502227292,0.39867312790171255,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Oceania,Australia and New Zealand,Commonwealth of Australia
AUT,2007,Waste Management,0.9443186540670176,0.8857027235661629,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Republic of Austria
AUT,2012,Waste Management,0.9431480770351756,0.8842206184096908,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Republic of Austria
AUT,2017,Waste Management,0.9437379745303465,0.8849673609049249,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Republic of Austria
AUT,2022,Waste Management,0.9238125600950314,0.8599071528204377,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Republic of Austria
AZE,2007,Waste Management,0.5607424224695046,0.45739660982404545,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Azerbaijan
AZE,2012,Waste Management,0.5607424224695046,0.45739660982404545,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Azerbaijan
AZE,2017,Waste Management,0.5607424224695046,0.45739660982404545,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Azerbaijan
AZE,2022,Waste Management,0.5508609403720902,0.4477553038957458,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Republic of Azerbaijan
BDI,2007,Waste Management,0.3362157056494853,0.25337097058837177,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Republic of Burundi
BDI,2012,Waste Management,0.3362513243996437,0.2534009580718584,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Republic of Burundi
BDI,2017,Waste Management,0.3362513243996437,0.2534009580718584,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Republic of Burundi
BDI,2022,Waste Management,0.3362513243996437,0.2534009580718584,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Republic of Burundi
BEL,2007,Waste Management,0.9515529506701732,0.8948881995553664,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Kingdom of Belgium
BEL,2012,Waste Management,0.9490170461304019,0.8916632481052769,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Kingdom of Belgium
BEL,2017,Waste Management,0.9480309831041575,0.8904107381050146,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Kingdom of Belgium
BEL,2022,Waste Management,0.9445567000366865,0.8860042638235136,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Kingdom of Belgium
BEN,2007,Waste Management,0.23559253187426438,0.1714565980145658,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Benin
BEN,2012,Waste Management,0.23559253187426438,0.1714565980145658,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Benin
BEN,2017,Waste Management,0.23559253187426438,0.1714565980145658,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Benin
BEN,2022,Waste Management,0.23559253187426438,0.1714565980145658,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Benin
BFA,2007,Waste Management,0.34981751892762397,0.2648746933144968,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Burkina Faso
BFA,2012,Waste Management,0.37403071286616857,0.28561487622123055,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Burkina Faso
BFA,2017,Waste Management,0.3790562538232037,0.2899620144196759,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Burkina Faso
BFA,2022,Waste Management,0.3790562538232037,0.2899620144196759,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Burkina Faso
BGD,2007,Waste Management,0.29659878616044955,0.22045768677050726,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,People's Republic of Bangladesh
BGD,2012,Waste Management,0.29659878616044955,0.22045768677050726,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,People's Republic of Bangladesh
BGD,2017,Waste Management,0.2905825373034196,0.2155356164503174,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,People's Republic of Bangladesh
BGD,2022,Waste Management,0.2905825373034196,0.2155356164503174,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,People's Republic of Bangladesh
BGR,2007,Waste Management,0.9204758066016211,0.8557432047466127,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Bulgaria
BGR,2012,Waste Management,0.9200474726548828,0.8552093606828235,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Bulgaria
BGR,2017,Waste Management,0.9250937996062586,0.8615084981553816,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Bulgaria
BGR,2022,Waste Management,0.9118953752092909,0.8450784076925189,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Bulgaria
BHR,2007,Waste Management,0.11408674034380636,0.07964498551013274,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Kingdom of Bahrain
BHR,2012,Waste Management,0.11408674034380636,0.07964498551013274,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Kingdom of Bahrain
BHR,2017,Waste Management,0.11408674034380636,0.07964498551013274,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Kingdom of Bahrain
BHR,2022,Waste Management,0.11408674034380636,0.07964498551013274,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Western Asia,Kingdom of Bahrain
BHS,2007,Waste Management,0.5665424384343626,0.4630855283880442,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Commonwealth of the Bahamas
BHS,2012,Waste Management,0.5665202978073675,0.4630637696893049,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Commonwealth of the Bahamas
BHS,2017,Waste Management,0.5032116487758028,0.40215196630758776,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Commonwealth of the Bahamas
BHS,2022,Waste Management,0.5032116487758028,0.40215196630758776,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Commonwealth of the Bahamas
BIH,2007,Waste Management,0.5343906660084115,0.4318268945840371,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Bosnia and Herzegovina
BIH,2012,Waste Management,0.5343906660084115,0.4318268945840371,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Bosnia and Herzegovina
BIH,2017,Waste Management,0.5343906660084115,0.4318268945840371,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Bosnia and Herzegovina
BIH,2022,Waste Management,0.566360914814982,0.4629071456198883,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Southern Europe,Bosnia and Herzegovina
BLR,2007,Waste Management,0.784459089801996,0.6937120346477385,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Belarus
BLR,2012,Waste Management,0.8362407783866145,0.7536589685934632,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Belarus
BLR,2017,Waste Management,0.8489083603411922,0.7686442313574688,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Belarus
BLR,2022,Waste Management,0.7887608999904399,0.6986131501912901,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Eastern Europe,Republic of Belarus
BLZ,2007,Waste Management,0.45458672237300707,0.35709545925603037,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Belize
BLZ,2012,Waste Management,0.46985224138494686,0.3710825371670355,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Belize
BLZ,2017,Waste Management,0.46985224138494686,0.3710825371670355,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Belize
BLZ,2022,Waste Management,0.46985224138494686,0.3710825371670355,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Belize
BMU,2007,Waste Management,0.2674857382622802,0.1968231299153116,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Bermuda
BMU,2012,Waste Management,0.2674857382622802,0.1968231299153116,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Bermuda
BMU,2017,Waste Management,0.25182016837702564,0.18429547613347266,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Bermuda
BMU,2022,Waste Management,0.25182016837702564,0.18429547613347266,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Bermuda
BOL,2007,Waste Management,0.435629099643239,0.3399239447238289,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Plurinational State of Bolivia
BOL,2012,Waste Management,0.43897054257479773,0.34293471890328847,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Plurinational State of Bolivia
BOL,2017,Waste Management,0.43897054257479773,0.34293471890328847,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Plurinational State of Bolivia
BOL,2022,Waste Management,0.43897054257479773,0.34293471890328847,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Plurinational State of Bolivia
BRA,2007,Waste Management,0.4289350878520525,0.3339126623494804,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Federative Republic of Brazil
BRA,2012,Waste Management,0.44789334966696814,0.35100772050532125,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Federative Republic of Brazil
BRA,2017,Waste Management,0.44789334966696814,0.35100772050532125,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Federative Republic of Brazil
BRA,2022,Waste Management,0.44789334966696814,0.35100772050532125,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Federative Republic of Brazil
BRB,2007,Waste Management,0.6036385522881617,0.5,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Barbados
BRB,2012,Waste Management,0.6036385522881617,0.5,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Barbados
BRB,2017,Waste Management,0.541296725221467,0.4384843003317908,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Barbados
BRB,2022,Waste Management,0.541296725221467,0.4384843003317908,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Barbados
BRN,2007,Waste Management,0.5004605364853592,0.3995632842685426,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2012,Waste Management,0.506232000391685,0.4049995056026911,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2017,Waste Management,0.5106126337911142,0.4091397760239374,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2022,Waste Management,0.5106126337911142,0.4091397760239374,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BTN,2007,Waste Management,0.31790374899298773,0.23804871541149175,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,Kingdom of Bhutan
BTN,2012,Waste Management,0.31790374899298773,0.23804871541149175,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,Kingdom of Bhutan
BTN,2017,Waste Management,0.31174864464483354,0.23294069987819815,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,Kingdom of Bhutan
BTN,2022,Waste Management,0.31174864464483354,0.23294069987819815,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Southern Asia,Kingdom of Bhutan
BWA,2007,Waste Management,0.2655224245794229,0.1952458460828258,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Southern Africa,Republic of Botswana
BWA,2012,Waste Management,0.2655224245794229,0.1952458460828258,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Southern Africa,Republic of Botswana
BWA,2017,Waste Management,0.2655224245794229,0.1952458460828258,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Southern Africa,Republic of Botswana
BWA,2022,Waste Management,0.2655224245794229,0.1952458460828258,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Southern Africa,Republic of Botswana
CAF,2007,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Central African Republic
CAF,2012,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Central African Republic
CAF,2017,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Central African Republic
CAF,2022,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Central African Republic
CAN,2007,Waste Management,0.9639517142040842,0.9107352413541903,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Canada
CAN,2012,Waste Management,0.9639517142040842,0.9107352413541903,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Canada
CAN,2017,Waste Management,0.9639517142040842,0.9107352413541903,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Canada
CAN,2022,Waste Management,0.9683466466526038,0.9163842264785962,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Northern America,Canada
CHE,2007,Waste Management,0.9334243303258714,0.8719540130987242,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Swiss Confederation
CHE,2012,Waste Management,0.9334623836623459,0.8720018617814005,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Swiss Confederation
CHE,2017,Waste Management,0.936007855077634,0.8752053442384289,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Swiss Confederation
CHE,2022,Waste Management,0.9255647956981449,0.8620975147706241,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Europe,Western Europe,Swiss Confederation
CHL,2007,Waste Management,0.40151926119733566,0.3095731107678378,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Chile
CHL,2012,Waste Management,0.40151926119733566,0.3095731107678378,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Chile
CHL,2017,Waste Management,0.40151926119733566,0.3095731107678378,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Chile
CHL,2022,Waste Management,0.40151926119733566,0.3095731107678378,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Chile
CHN,2007,Waste Management,0.5176644641846836,0.41583031991535424,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Eastern Asia,People's Republic of China
CHN,2012,Waste Management,0.5154013465952197,0.4136796943969905,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Eastern Asia,People's Republic of China
CHN,2017,Waste Management,0.515954054446883,0.4142046272960398,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Eastern Asia,People's Republic of China
CHN,2022,Waste Management,0.515954054446883,0.4142046272960398,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Asia,Eastern Asia,People's Republic of China
CIV,2007,Waste Management,0.34981751892762397,0.2648746933144968,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2012,Waste Management,0.37403071286616857,0.28561487622123055,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2017,Waste Management,0.3790562538232037,0.2899620144196759,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2022,Waste Management,0.3790562538232037,0.2899620144196759,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Côte d'Ivoire
CMR,2007,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of Cameroon
CMR,2012,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of Cameroon
CMR,2017,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of Cameroon
CMR,2022,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of Cameroon
COD,2007,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Democratic Republic of the Congo
COD,2012,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Democratic Republic of the Congo
COD,2017,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Democratic Republic of the Congo
COD,2022,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Democratic Republic of the Congo
COG,2007,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of the Congo
COG,2012,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of the Congo
COG,2017,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of the Congo
COG,2022,Waste Management,0.3707595255595048,0.2827931441267519,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Middle Africa,Republic of the Congo
COL,2007,Waste Management,0.4801366961802135,0.38058688511471994,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Colombia
COL,2012,Waste Management,0.4801366961802135,0.38058688511471994,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Colombia
COL,2017,Waste Management,0.4801366961802135,0.38058688511471994,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Colombia
COL,2022,Waste Management,0.4801366961802135,0.38058688511471994,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,South America,Republic of Colombia
COM,2007,Waste Management,0.3362157056494853,0.25337097058837177,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Union of the Comoros
COM,2012,Waste Management,0.3362513243996437,0.2534009580718584,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Union of the Comoros
COM,2017,Waste Management,0.3362513243996437,0.2534009580718584,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Union of the Comoros
COM,2022,Waste Management,0.3362513243996437,0.2534009580718584,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Eastern Africa,Union of the Comoros
CPV,2007,Waste Management,0.0,0.0,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Cabo Verde
CPV,2012,Waste Management,0.0,0.0,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Cabo Verde
CPV,2017,Waste Management,0.0,0.0,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Cabo Verde
CPV,2022,Waste Management,0.0,0.0,,Estimated Based on United Nations Economic Commission for Europe (UNECE),Africa,Western Africa,Republic of Cabo Verde
CRI,2007,Waste Management,0.39878284578421597,0.30716825392741426,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Republic of Costa Rica
CRI,2012,Waste Management,0.39878284578421597,0.30716825392741426,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Republic of Costa Rica
CRI,2017,Waste Management,0.39878284578421597,0.30716825392741426,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Republic of Costa Rica
CRI,2022,Waste Management,0.39878284578421597,0.30716825392741426,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Central America,Republic of Costa Rica
CUB,2007,Waste Management,0.43282073364034607,0.3373987154526081,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Republic of Cuba
CUB,2012,Waste Management,0.4193026203739852,0.3253099134189314,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Republic of Cuba
CUB,2017,Waste Management,0.43397134658414294,0.33843274872330004,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Republic of Cuba
CUB,2022,Waste Management,0.43397134658414294,0.33843274872330004,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Republic of Cuba
CUW,2007,Waste Management,0.36147468738950017,0.27481771754590717,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Country of Curaçao
CUW,2012,Waste Management,0.36147468738950017,0.27481771754590717,,Estimated Based on United Nations Economic Commission for Europe (UNECE),America,Caribbean,Country of Curaçao
