Region,Year,Indicator,Normalized,Value,Unit,Source,Continent,UN_Region,Official_Name
ARE,2012,Air Pollution Mortality,0.39741080227005393,153.95999999999998,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,United Arab Emirates
ARE,2017,Air Pollution Mortality,0.39741080227005393,153.95999999999998,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,United Arab Emirates
ARE,2022,Air Pollution Mortality,0.4222276585081878,140.09,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,United Arab Emirates
ARG,2007,Air Pollution Mortality,0.5980396611314964,71.61,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Argentine Republic
ARG,2012,Air Pollution Mortality,0.5980396611314964,71.61,number of deaths per 100'000 people per year,Estimated,America,South America,Argentine Republic
ARG,2017,Air Pollution Mortality,0.5980396611314964,71.61,number of deaths per 100'000 people per year,Estimated,America,South America,Argentine Republic
ARG,2022,Air Pollution Mortality,0.6458921341756005,59.6,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Argentine Republic
ARM,2007,Air Pollution Mortality,0.34890446836101346,185.13,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Republic of Armenia
ARM,2012,Air Pollution Mortality,0.34890446836101346,185.13,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Republic of Armenia
ARM,2017,Air Pollution Mortality,0.34890446836101346,185.13,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Republic of Armenia
ARM,2022,Air Pollution Mortality,0.4069043006329348,148.5,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Republic of Armenia
ASM,2007,Air Pollution Mortality,0.2829064993414938,237.845,number of deaths per 100'000 people per year,Estimated,Oceania,Polynesia,American Samoa
ASM,2012,Air Pollution Mortality,0.2829064993414938,237.845,number of deaths per 100'000 people per year,Estimated,Oceania,Polynesia,American Samoa
ASM,2017,Air Pollution Mortality,0.2829064993414938,237.845,number of deaths per 100'000 people per year,Estimated,Oceania,Polynesia,American Samoa
ASM,2022,Air Pollution Mortality,0.3317153440479552,197.62,number of deaths per 100'000 people per year,Estimated,Oceania,Polynesia,American Samoa
ATG,2007,Air Pollution Mortality,0.7303705092844341,43.04,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Antigua and Barbuda
ATG,2012,Air Pollution Mortality,0.7303705092844341,43.04,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Antigua and Barbuda
ATG,2017,Air Pollution Mortality,0.7303705092844341,43.04,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Antigua and Barbuda
ATG,2022,Air Pollution Mortality,0.7587631179463948,38.56,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Antigua and Barbuda
AUS,2007,Air Pollution Mortality,0.861135512729084,25.869999999999997,number of deaths per 100'000 people per year,World Health Organization (WHO),Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2012,Air Pollution Mortality,0.861135512729084,25.869999999999997,number of deaths per 100'000 people per year,Estimated,Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2017,Air Pollution Mortality,0.861135512729084,25.869999999999997,number of deaths per 100'000 people per year,Estimated,Oceania,Australia and New Zealand,Commonwealth of Australia
AUS,2022,Air Pollution Mortality,0.9313321909017844,19.61,number of deaths per 100'000 people per year,World Health Organization (WHO),Oceania,Australia and New Zealand,Commonwealth of Australia
AUT,2007,Air Pollution Mortality,0.691071110454742,50.089999999999996,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Western Europe,Republic of Austria
AUT,2012,Air Pollution Mortality,0.691071110454742,50.089999999999996,number of deaths per 100'000 people per year,Estimated,Europe,Western Europe,Republic of Austria
AUT,2017,Air Pollution Mortality,0.691071110454742,50.089999999999996,number of deaths per 100'000 people per year,Estimated,Europe,Western Europe,Republic of Austria
AUT,2022,Air Pollution Mortality,0.7839410263925813,34.97,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Western Europe,Republic of Austria
AZE,2007,Air Pollution Mortality,0.22028013488223938,301.61,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Republic of Azerbaijan
AZE,2012,Air Pollution Mortality,0.22028013488223938,301.61,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Republic of Azerbaijan
AZE,2017,Air Pollution Mortality,0.22028013488223938,301.61,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Republic of Azerbaijan
AZE,2022,Air Pollution Mortality,0.27641042330169635,243.78,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Republic of Azerbaijan
BDI,2007,Air Pollution Mortality,0.0868438383804782,500.01,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Eastern Africa,Republic of Burundi
BDI,2012,Air Pollution Mortality,0.0868438383804782,500.01,number of deaths per 100'000 people per year,Estimated,Africa,Eastern Africa,Republic of Burundi
BDI,2017,Air Pollution Mortality,0.0868438383804782,500.01,number of deaths per 100'000 people per year,Estimated,Africa,Eastern Africa,Republic of Burundi
BDI,2022,Air Pollution Mortality,0.1337617357881493,418.62,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Eastern Africa,Republic of Burundi
BEL,2007,Air Pollution Mortality,0.7065920042691888,47.18,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Western Europe,Kingdom of Belgium
BEL,2012,Air Pollution Mortality,0.7065920042691888,47.18,number of deaths per 100'000 people per year,Estimated,Europe,Western Europe,Kingdom of Belgium
BEL,2017,Air Pollution Mortality,0.7065920042691888,47.18,number of deaths per 100'000 people per year,Estimated,Europe,Western Europe,Kingdom of Belgium
BEL,2022,Air Pollution Mortality,0.8173856578924038,30.7,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Western Europe,Kingdom of Belgium
BEN,2007,Air Pollution Mortality,0.10911214679930369,459.58000000000004,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Republic of Benin
BEN,2012,Air Pollution Mortality,0.10911214679930369,459.58000000000004,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Republic of Benin
BEN,2017,Air Pollution Mortality,0.10911214679930369,459.58000000000004,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Republic of Benin
BEN,2022,Air Pollution Mortality,0.13706831564952887,413.40999999999997,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Republic of Benin
BFA,2007,Air Pollution Mortality,0.10867005730436059,460.34999999999997,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Burkina Faso
BFA,2012,Air Pollution Mortality,0.10867005730436059,460.34999999999997,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Burkina Faso
BFA,2017,Air Pollution Mortality,0.10867005730436059,460.34999999999997,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Burkina Faso
BFA,2022,Air Pollution Mortality,0.1370619293122037,413.42,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Burkina Faso
BGD,2007,Air Pollution Mortality,0.16550632405260907,371.19,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Southern Asia,People's Republic of Bangladesh
BGD,2012,Air Pollution Mortality,0.16550632405260907,371.19,number of deaths per 100'000 people per year,Estimated,Asia,Southern Asia,People's Republic of Bangladesh
BGD,2017,Air Pollution Mortality,0.16550632405260907,371.19,number of deaths per 100'000 people per year,Estimated,Asia,Southern Asia,People's Republic of Bangladesh
BGD,2022,Air Pollution Mortality,0.23190123839567336,288.61,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Southern Asia,People's Republic of Bangladesh
BGR,2007,Air Pollution Mortality,0.3914457759299972,157.49222222222224,number of deaths per 100'000 people per year,Estimated,Europe,Eastern Europe,Republic of Bulgaria
BGR,2012,Air Pollution Mortality,0.3914457759299972,157.49222222222224,number of deaths per 100'000 people per year,Estimated,Europe,Eastern Europe,Republic of Bulgaria
BGR,2017,Air Pollution Mortality,0.3914457759299972,157.49222222222224,number of deaths per 100'000 people per year,Estimated,Europe,Eastern Europe,Republic of Bulgaria
BGR,2022,Air Pollution Mortality,0.49024261521479545,108.11555555555555,number of deaths per 100'000 people per year,Estimated,Europe,Eastern Europe,Republic of Bulgaria
BHR,2007,Air Pollution Mortality,0.3569454089003046,179.56,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Kingdom of Bahrain
BHR,2012,Air Pollution Mortality,0.3569454089003046,179.56,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Kingdom of Bahrain
BHR,2017,Air Pollution Mortality,0.3569454089003046,179.56,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Kingdom of Bahrain
BHR,2022,Air Pollution Mortality,0.429414971782698,136.31,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Kingdom of Bahrain
BHS,2007,Air Pollution Mortality,0.9477545493837175,18.369999999999997,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Commonwealth of the Bahamas
BHS,2012,Air Pollution Mortality,0.9477545493837175,18.369999999999997,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Commonwealth of the Bahamas
BHS,2017,Air Pollution Mortality,0.9477545493837175,18.369999999999997,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Commonwealth of the Bahamas
BHS,2022,Air Pollution Mortality,0.916002862528959,20.839,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Commonwealth of the Bahamas
BIH,2007,Air Pollution Mortality,0.26579253285705706,253.8,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Southern Europe,Bosnia and Herzegovina
BIH,2012,Air Pollution Mortality,0.26579253285705706,253.8,number of deaths per 100'000 people per year,Estimated,Europe,Southern Europe,Bosnia and Herzegovina
BIH,2017,Air Pollution Mortality,0.26579253285705706,253.8,number of deaths per 100'000 people per year,Estimated,Europe,Southern Europe,Bosnia and Herzegovina
BIH,2022,Air Pollution Mortality,0.29079611815144996,230.83,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Southern Europe,Bosnia and Herzegovina
BLR,2007,Air Pollution Mortality,0.3266735574029105,201.44,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Eastern Europe,Republic of Belarus
BLR,2012,Air Pollution Mortality,0.3266735574029105,201.44,number of deaths per 100'000 people per year,Estimated,Europe,Eastern Europe,Republic of Belarus
BLR,2017,Air Pollution Mortality,0.3266735574029105,201.44,number of deaths per 100'000 people per year,Estimated,Europe,Eastern Europe,Republic of Belarus
BLR,2022,Air Pollution Mortality,0.42395906371889436,139.17,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Eastern Europe,Republic of Belarus
BLZ,2007,Air Pollution Mortality,0.5749475036186618,78.23,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Central America,Belize
BLZ,2012,Air Pollution Mortality,0.5749475036186618,78.23,number of deaths per 100'000 people per year,Estimated,America,Central America,Belize
BLZ,2017,Air Pollution Mortality,0.5749475036186618,78.23,number of deaths per 100'000 people per year,Estimated,America,Central America,Belize
BLZ,2022,Air Pollution Mortality,0.5702461497540853,79.64999999999999,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Central America,Belize
BMU,2007,Air Pollution Mortality,0.8124641209042257,31.295,number of deaths per 100'000 people per year,Estimated,America,Northern America,Bermuda
BMU,2012,Air Pollution Mortality,0.8124641209042257,31.295,number of deaths per 100'000 people per year,Estimated,America,Northern America,Bermuda
BMU,2017,Air Pollution Mortality,0.8124641209042257,31.295,number of deaths per 100'000 people per year,Estimated,America,Northern America,Bermuda
BMU,2022,Air Pollution Mortality,0.8985240350024138,22.33,number of deaths per 100'000 people per year,Estimated,America,Northern America,Bermuda
BOL,2007,Air Pollution Mortality,0.34340240537419753,189.04,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Plurinational State of Bolivia
BOL,2012,Air Pollution Mortality,0.34340240537419753,189.04,number of deaths per 100'000 people per year,Estimated,America,South America,Plurinational State of Bolivia
BOL,2017,Air Pollution Mortality,0.34340240537419753,189.04,number of deaths per 100'000 people per year,Estimated,America,South America,Plurinational State of Bolivia
BOL,2022,Air Pollution Mortality,0.39921022234100895,152.91,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Plurinational State of Bolivia
BRA,2007,Air Pollution Mortality,0.5538636795617707,84.8,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Federative Republic of Brazil
BRA,2012,Air Pollution Mortality,0.5538636795617707,84.8,number of deaths per 100'000 people per year,Estimated,America,South America,Federative Republic of Brazil
BRA,2017,Air Pollution Mortality,0.5538636795617707,84.8,number of deaths per 100'000 people per year,Estimated,America,South America,Federative Republic of Brazil
BRA,2022,Air Pollution Mortality,0.6577718743131128,56.94,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Federative Republic of Brazil
BRB,2007,Air Pollution Mortality,0.7828396540239073,35.120000000000005,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Barbados
BRB,2012,Air Pollution Mortality,0.7828396540239073,35.120000000000005,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Barbados
BRB,2017,Air Pollution Mortality,0.7828396540239073,35.120000000000005,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Barbados
BRB,2022,Air Pollution Mortality,0.764785284058367,37.67,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Barbados
BRN,2007,Air Pollution Mortality,0.6729531302214458,53.71,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2012,Air Pollution Mortality,0.6729531302214458,53.71,number of deaths per 100'000 people per year,Estimated,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2017,Air Pollution Mortality,0.6729531302214458,53.71,number of deaths per 100'000 people per year,Estimated,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BRN,2022,Air Pollution Mortality,0.7544499070550946,39.21,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace"
BTN,2007,Air Pollution Mortality,0.27728765832511787,242.97,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Southern Asia,Kingdom of Bhutan
BTN,2012,Air Pollution Mortality,0.27728765832511787,242.97,number of deaths per 100'000 people per year,Estimated,Asia,Southern Asia,Kingdom of Bhutan
BTN,2017,Air Pollution Mortality,0.27728765832511787,242.97,number of deaths per 100'000 people per year,Estimated,Asia,Southern Asia,Kingdom of Bhutan
BTN,2022,Air Pollution Mortality,0.36315936581560704,175.37,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Southern Asia,Kingdom of Bhutan
BWA,2007,Air Pollution Mortality,0.17420199955207902,359.15999999999997,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Southern Africa,Republic of Botswana
BWA,2012,Air Pollution Mortality,0.17420199955207902,359.15999999999997,number of deaths per 100'000 people per year,Estimated,Africa,Southern Africa,Republic of Botswana
BWA,2017,Air Pollution Mortality,0.17420199955207902,359.15999999999997,number of deaths per 100'000 people per year,Estimated,Africa,Southern Africa,Republic of Botswana
BWA,2022,Air Pollution Mortality,0.24026580466755618,279.6,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Southern Africa,Republic of Botswana
CAF,2007,Air Pollution Mortality,0.0,694.59,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Central African Republic
CAF,2012,Air Pollution Mortality,0.0,694.59,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Central African Republic
CAF,2017,Air Pollution Mortality,0.0,694.59,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Central African Republic
CAF,2022,Air Pollution Mortality,0.030463738197790826,618.96,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Central African Republic
CAN,2007,Air Pollution Mortality,0.8787486537660673,24.14,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Northern America,Canada
CAN,2012,Air Pollution Mortality,0.8787486537660673,24.14,number of deaths per 100'000 people per year,Estimated,America,Northern America,Canada
CAN,2017,Air Pollution Mortality,0.8787486537660673,24.14,number of deaths per 100'000 people per year,Estimated,America,Northern America,Canada
CAN,2022,Air Pollution Mortality,0.9788927805137023,16.22,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Northern America,Canada
CHE,2007,Air Pollution Mortality,0.8030850480834569,32.46,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Western Europe,Swiss Confederation
CHE,2012,Air Pollution Mortality,0.8030850480834569,32.46,number of deaths per 100'000 people per year,Estimated,Europe,Western Europe,Swiss Confederation
CHE,2017,Air Pollution Mortality,0.8030850480834569,32.46,number of deaths per 100'000 people per year,Estimated,Europe,Western Europe,Swiss Confederation
CHE,2022,Air Pollution Mortality,0.9164759127491586,20.8,number of deaths per 100'000 people per year,World Health Organization (WHO),Europe,Western Europe,Swiss Confederation
CHL,2007,Air Pollution Mortality,0.6860933657327887,51.06,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Republic of Chile
CHL,2012,Air Pollution Mortality,0.6860933657327887,51.06,number of deaths per 100'000 people per year,Estimated,America,South America,Republic of Chile
CHL,2017,Air Pollution Mortality,0.6860933657327887,51.06,number of deaths per 100'000 people per year,Estimated,America,South America,Republic of Chile
CHL,2022,Air Pollution Mortality,0.7778315521759822,35.809999999999995,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Republic of Chile
CHN,2007,Air Pollution Mortality,0.22413882837417914,297.23,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Eastern Asia,People's Republic of China
CHN,2012,Air Pollution Mortality,0.22413882837417914,297.23,number of deaths per 100'000 people per year,Estimated,Asia,Eastern Asia,People's Republic of China
CHN,2017,Air Pollution Mortality,0.22413882837417914,297.23,number of deaths per 100'000 people per year,Estimated,Asia,Eastern Asia,People's Republic of China
CHN,2022,Air Pollution Mortality,0.3471471518439289,186.37,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Eastern Asia,People's Republic of China
CIV,2007,Air Pollution Mortality,0.0882474207357081,497.36,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2012,Air Pollution Mortality,0.0882474207357081,497.36,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2017,Air Pollution Mortality,0.0882474207357081,497.36,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Republic of Côte d'Ivoire
CIV,2022,Air Pollution Mortality,0.15627572427176048,384.4,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Republic of Côte d'Ivoire
CMR,2007,Air Pollution Mortality,0.07801255492166202,517.01,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Republic of Cameroon
CMR,2012,Air Pollution Mortality,0.07801255492166202,517.01,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Republic of Cameroon
CMR,2017,Air Pollution Mortality,0.07801255492166202,517.01,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Republic of Cameroon
CMR,2022,Air Pollution Mortality,0.1326226019664607,420.42999999999995,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Republic of Cameroon
COD,2007,Air Pollution Mortality,0.08370359677490503,505.99,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Democratic Republic of the Congo
COD,2012,Air Pollution Mortality,0.08370359677490503,505.99,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Democratic Republic of the Congo
COD,2017,Air Pollution Mortality,0.08370359677490503,505.99,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Democratic Republic of the Congo
COD,2022,Air Pollution Mortality,0.13052710884793048,423.78,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Democratic Republic of the Congo
COG,2007,Air Pollution Mortality,0.11394256207096787,451.25,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Republic of the Congo
COG,2012,Air Pollution Mortality,0.11394256207096787,451.25,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Republic of the Congo
COG,2017,Air Pollution Mortality,0.11394256207096787,451.25,number of deaths per 100'000 people per year,Estimated,Africa,Middle Africa,Republic of the Congo
COG,2022,Air Pollution Mortality,0.18361918796209994,346.57000000000005,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Middle Africa,Republic of the Congo
COL,2007,Air Pollution Mortality,0.5535245899596533,84.91,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Republic of Colombia
COL,2012,Air Pollution Mortality,0.5535245899596533,84.91,number of deaths per 100'000 people per year,Estimated,America,South America,Republic of Colombia
COL,2017,Air Pollution Mortality,0.5535245899596533,84.91,number of deaths per 100'000 people per year,Estimated,America,South America,Republic of Colombia
COL,2022,Air Pollution Mortality,0.6271380220134902,64.05,number of deaths per 100'000 people per year,World Health Organization (WHO),America,South America,Republic of Colombia
COM,2007,Air Pollution Mortality,0.16321237306489841,374.42999999999995,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Eastern Africa,Union of the Comoros
COM,2012,Air Pollution Mortality,0.16321237306489841,374.42999999999995,number of deaths per 100'000 people per year,Estimated,Africa,Eastern Africa,Union of the Comoros
COM,2017,Air Pollution Mortality,0.16321237306489841,374.42999999999995,number of deaths per 100'000 people per year,Estimated,Africa,Eastern Africa,Union of the Comoros
COM,2022,Air Pollution Mortality,0.1925792116710073,335.0,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Eastern Africa,Union of the Comoros
CPV,2007,Air Pollution Mortality,0.38988443542069506,158.43,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Republic of Cabo Verde
CPV,2012,Air Pollution Mortality,0.38988443542069506,158.43,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Republic of Cabo Verde
CPV,2017,Air Pollution Mortality,0.38988443542069506,158.43,number of deaths per 100'000 people per year,Estimated,Africa,Western Africa,Republic of Cabo Verde
CPV,2022,Air Pollution Mortality,0.35068784616533116,183.88,number of deaths per 100'000 people per year,World Health Organization (WHO),Africa,Western Africa,Republic of Cabo Verde
CRI,2007,Air Pollution Mortality,0.659053963870704,56.66,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Central America,Republic of Costa Rica
CRI,2012,Air Pollution Mortality,0.659053963870704,56.66,number of deaths per 100'000 people per year,Estimated,America,Central America,Republic of Costa Rica
CRI,2017,Air Pollution Mortality,0.659053963870704,56.66,number of deaths per 100'000 people per year,Estimated,America,Central America,Republic of Costa Rica
CRI,2022,Air Pollution Mortality,0.7784073683362172,35.730000000000004,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Central America,Republic of Costa Rica
CUB,2007,Air Pollution Mortality,0.5138341117286622,98.81,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Republic of Cuba
CUB,2012,Air Pollution Mortality,0.5138341117286622,98.81,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Republic of Cuba
CUB,2017,Air Pollution Mortality,0.5138341117286622,98.81,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Republic of Cuba
CUB,2022,Air Pollution Mortality,0.5616580090727036,82.31,number of deaths per 100'000 people per year,World Health Organization (WHO),America,Caribbean,Republic of Cuba
CUW,2007,Air Pollution Mortality,0.5186972584179473,96.99272727272728,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Country of Curaçao
CUW,2012,Air Pollution Mortality,0.5186972584179473,96.99272727272728,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Country of Curaçao
CUW,2017,Air Pollution Mortality,0.5186972584179473,96.99272727272728,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Country of Curaçao
CUW,2022,Air Pollution Mortality,0.530797003104082,92.61354545454546,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Country of Curaçao
CYM,2007,Air Pollution Mortality,0.5186972584179473,96.99272727272728,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Cayman Islands
CYM,2012,Air Pollution Mortality,0.5186972584179473,96.99272727272728,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Cayman Islands
CYM,2017,Air Pollution Mortality,0.5186972584179473,96.99272727272728,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Cayman Islands
CYM,2022,Air Pollution Mortality,0.530797003104082,92.61354545454546,number of deaths per 100'000 people per year,Estimated,America,Caribbean,Cayman Islands
CYP,2007,Air Pollution Mortality,0.6818571111401247,51.9,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Republic of Cyprus
CYP,2012,Air Pollution Mortality,0.6818571111401247,51.9,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Republic of Cyprus
CYP,2017,Air Pollution Mortality,0.6818571111401247,51.9,number of deaths per 100'000 people per year,Estimated,Asia,Western Asia,Republic of Cyprus
CYP,2022,Air Pollution Mortality,0.8107080224737647,31.509999999999998,number of deaths per 100'000 people per year,World Health Organization (WHO),Asia,Western Asia,Republic of Cyprus
