Region,Year,Indicator,Value,continent,UNregion,name_official,Normalized
AUS,2007,Protected Areas,0.129025,Oceania,Australia and New Zealand,Commonwealth of Australia,0.129025
AUS,2012,Protected Areas,0.22157500000000002,Oceania,Australia and New Zealand,Commonwealth of Australia,0.22157500000000002
AUS,2017,Protected Areas,0.253,Oceania,Australia and New Zealand,Commonwealth of Australia,0.253
AUS,2022,Protected Areas,0.253,Oceania,Australia and New Zealand,Commonwealth of Australia,0.253
AUT,2007,Protected Areas,0.29255,Europe,Western Europe,Republic of Austria,0.29255
AUT,2012,Protected Areas,0.351325,Europe,Western Europe,Republic of Austria,0.351325
AUT,2017,Protected Areas,0.3625,Europe,Western Europe,Republic of Austria,0.3625
AUT,2022,Protected Areas,0.3625,Europe,Western Europe,Republic of Austria,0.3625
AZE,2007,Protected Areas,0.3442,Asia,Western Asia,Republic of Azerbaijan,0.3442
AZE,2012,Protected Areas,0.3442,Asia,Western Asia,Republic of Azerbaijan,0.3442
AZE,2017,Protected Areas,0.3442,Asia,Western Asia,Republic of Azerbaijan,0.3442
AZE,2022,Protected Areas,0.3442,Asia,Western Asia,Republic of Azerbaijan,0.3442
BDI,2007,Protected Areas,0.41119999999999995,Africa,Eastern Africa,Republic of Burundi,0.41119999999999995
BDI,2012,Protected Areas,0.41119999999999995,Africa,Eastern Africa,Republic of Burundi,0.41119999999999995
BDI,2017,Protected Areas,0.41119999999999995,Africa,Eastern Africa,Republic of Burundi,0.41119999999999995
BDI,2022,Protected Areas,0.41119999999999995,Africa,Eastern Africa,Republic of Burundi,0.41119999999999995
BEL,2007,Protected Areas,0.019424999999999998,Europe,Western Europe,Kingdom of Belgium,0.019424999999999998
BEL,2012,Protected Areas,0.18655,Europe,Western Europe,Kingdom of Belgium,0.18655
BEL,2017,Protected Areas,0.0,Europe,Western Europe,Kingdom of Belgium,0.0
BEL,2022,Protected Areas,0.0,Europe,Western Europe,Kingdom of Belgium,0.0
BEN,2007,Protected Areas,0.46562499999999996,Africa,Western Africa,Republic of Benin,0.46562499999999996
BEN,2012,Protected Areas,0.5701,Africa,Western Africa,Republic of Benin,0.5701
BEN,2017,Protected Areas,0.58145,Africa,Western Africa,Republic of Benin,0.58145
BEN,2022,Protected Areas,0.58145,Africa,Western Africa,Republic of Benin,0.58145
BFA,2007,Protected Areas,0.11069999999999999,Africa,Western Africa,Burkina Faso,0.11069999999999999
BFA,2012,Protected Areas,0.125375,Africa,Western Africa,Burkina Faso,0.125375
BFA,2017,Protected Areas,0.13795,Africa,Western Africa,Burkina Faso,0.13795
BFA,2022,Protected Areas,0.13795,Africa,Western Africa,Burkina Faso,0.13795
BGD,2007,Protected Areas,0.247,Asia,Southern Asia,People's Republic of Bangladesh,0.247
BGD,2012,Protected Areas,0.247,Asia,Southern Asia,People's Republic of Bangladesh,0.247
BGD,2017,Protected Areas,0.247,Asia,Southern Asia,People's Republic of Bangladesh,0.247
BGD,2022,Protected Areas,0.247,Asia,Southern Asia,People's Republic of Bangladesh,0.247
BGR,2007,Protected Areas,0.498425,Europe,Eastern Europe,Republic of Bulgaria,0.498425
BGR,2012,Protected Areas,0.557275,Europe,Eastern Europe,Republic of Bulgaria,0.557275
BGR,2017,Protected Areas,0.5736,Europe,Eastern Europe,Republic of Bulgaria,0.5736
BGR,2022,Protected Areas,0.5736,Europe,Eastern Europe,Republic of Bulgaria,0.5736
BHR,2007,Protected Areas,0.09596388888888889,Asia,Western Asia,Kingdom of Bahrain,0.09596388888888889
BHR,2012,Protected Areas,0.10451666666666666,Asia,Western Asia,Kingdom of Bahrain,0.10451666666666666
BHR,2017,Protected Areas,0.09689444444444445,Asia,Western Asia,Kingdom of Bahrain,0.09689444444444445
BHR,2022,Protected Areas,0.09689444444444445,Asia,Western Asia,Kingdom of Bahrain,0.09689444444444445
BHS,2007,Protected Areas,0.2002903846153846,America,Caribbean,Commonwealth of the Bahamas,0.2002903846153846
BHS,2012,Protected Areas,0.22780192307692307,America,Caribbean,Commonwealth of the Bahamas,0.22780192307692307
BHS,2017,Protected Areas,0.22717692307692308,America,Caribbean,Commonwealth of the Bahamas,0.22717692307692308
BHS,2022,Protected Areas,0.22717692307692308,America,Caribbean,Commonwealth of the Bahamas,0.22717692307692308
BIH,2007,Protected Areas,0.20186136363636364,Europe,Southern Europe,Bosnia and Herzegovina,0.20186136363636364
BIH,2012,Protected Areas,0.22596136363636363,Europe,Southern Europe,Bosnia and Herzegovina,0.22596136363636363
BIH,2017,Protected Areas,0.17157272727272727,Europe,Southern Europe,Bosnia and Herzegovina,0.17157272727272727
BIH,2022,Protected Areas,0.17157272727272727,Europe,Southern Europe,Bosnia and Herzegovina,0.17157272727272727
BLR,2007,Protected Areas,0.535225,Europe,Eastern Europe,Republic of Belarus,0.535225
BLR,2012,Protected Areas,0.5639,Europe,Eastern Europe,Republic of Belarus,0.5639
BLR,2017,Protected Areas,0.56765,Europe,Eastern Europe,Republic of Belarus,0.56765
BLR,2022,Protected Areas,0.56765,Europe,Eastern Europe,Republic of Belarus,0.56765
BLZ,2007,Protected Areas,0.5619,America,Central America,Belize,0.5619
BLZ,2012,Protected Areas,0.56975,America,Central America,Belize,0.56975
BLZ,2017,Protected Areas,0.5681,America,Central America,Belize,0.5681
BLZ,2022,Protected Areas,0.5681,America,Central America,Belize,0.5681
BMU,2007,Protected Areas,0.2239,America,Northern America,Bermuda,0.2239
BMU,2012,Protected Areas,0.2333333333333333,America,Northern America,Bermuda,0.2333333333333333
BMU,2017,Protected Areas,0.23981666666666665,America,Northern America,Bermuda,0.23981666666666665
BMU,2022,Protected Areas,0.23981666666666665,America,Northern America,Bermuda,0.23981666666666665
BOL,2007,Protected Areas,0.060825000000000004,America,South America,Plurinational State of Bolivia,0.060825000000000004
BOL,2012,Protected Areas,0.09745000000000001,America,South America,Plurinational State of Bolivia,0.09745000000000001
BOL,2017,Protected Areas,0.23515,America,South America,Plurinational State of Bolivia,0.23515
BOL,2022,Protected Areas,0.23515,America,South America,Plurinational State of Bolivia,0.23515
BRA,2007,Protected Areas,0.138925,America,South America,Federative Republic of Brazil,0.138925
BRA,2012,Protected Areas,0.16799999999999998,America,South America,Federative Republic of Brazil,0.16799999999999998
BRA,2017,Protected Areas,0.1809,America,South America,Federative Republic of Brazil,0.1809
BRA,2022,Protected Areas,0.1809,America,South America,Federative Republic of Brazil,0.1809
BRB,2007,Protected Areas,0.023799999999999998,America,Caribbean,Barbados,0.023799999999999998
BRB,2012,Protected Areas,0.047599999999999996,America,Caribbean,Barbados,0.047599999999999996
BRB,2017,Protected Areas,0.047599999999999996,America,Caribbean,Barbados,0.047599999999999996
BRB,2022,Protected Areas,0.047599999999999996,America,Caribbean,Barbados,0.047599999999999996
BRN,2007,Protected Areas,0.05,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.05
BRN,2012,Protected Areas,0.05,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.05
BRN,2017,Protected Areas,0.05,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.05
BRN,2022,Protected Areas,0.05,Asia,South-eastern Asia,"Nation of Brunei, Abode of Peace",0.05
BTN,2007,Protected Areas,0.23795,Asia,Southern Asia,Kingdom of Bhutan,0.23795
BTN,2012,Protected Areas,0.250175,Asia,Southern Asia,Kingdom of Bhutan,0.250175
BTN,2017,Protected Areas,0.2711,Asia,Southern Asia,Kingdom of Bhutan,0.2711
BTN,2022,Protected Areas,0.2711,Asia,Southern Asia,Kingdom of Bhutan,0.2711
BWA,2007,Protected Areas,0.1081,Africa,Southern Africa,Republic of Botswana,0.1081
BWA,2012,Protected Areas,0.1081,Africa,Southern Africa,Republic of Botswana,0.1081
BWA,2017,Protected Areas,0.1081,Africa,Southern Africa,Republic of Botswana,0.1081
BWA,2022,Protected Areas,0.1081,Africa,Southern Africa,Republic of Botswana,0.1081
CAF,2007,Protected Areas,0.013250000000000001,Africa,Middle Africa,Central African Republic,0.013250000000000001
CAF,2012,Protected Areas,0.052474999999999994,Africa,Middle Africa,Central African Republic,0.052474999999999994
CAF,2017,Protected Areas,0.08639999999999999,Africa,Middle Africa,Central African Republic,0.08639999999999999
CAF,2022,Protected Areas,0.08639999999999999,Africa,Middle Africa,Central African Republic,0.08639999999999999
CAN,2007,Protected Areas,0.3042,America,Northern America,Canada,0.3042
CAN,2012,Protected Areas,0.31275,America,Northern America,Canada,0.31275
CAN,2017,Protected Areas,0.3307,America,Northern America,Canada,0.3307
CAN,2022,Protected Areas,0.3307,America,Northern America,Canada,0.3307
CHE,2007,Protected Areas,0.371475,Europe,Western Europe,Swiss Confederation,0.371475
CHE,2012,Protected Areas,0.453975,Europe,Western Europe,Swiss Confederation,0.453975
CHE,2017,Protected Areas,0.51565,Europe,Western Europe,Swiss Confederation,0.51565
CHE,2022,Protected Areas,0.51565,Europe,Western Europe,Swiss Confederation,0.51565
CHL,2007,Protected Areas,0.103175,America,South America,Republic of Chile,0.103175
CHL,2012,Protected Areas,0.10585,America,South America,Republic of Chile,0.10585
CHL,2017,Protected Areas,0.10765000000000001,America,South America,Republic of Chile,0.10765000000000001
CHL,2022,Protected Areas,0.10765000000000001,America,South America,Republic of Chile,0.10765000000000001
CHN,2007,Protected Areas,0.31110000000000004,Asia,Eastern Asia,People's Republic of China,0.31110000000000004
CHN,2012,Protected Areas,0.372275,Asia,Eastern Asia,People's Republic of China,0.372275
CHN,2017,Protected Areas,0.41350000000000003,Asia,Eastern Asia,People's Republic of China,0.41350000000000003
CHN,2022,Protected Areas,0.41350000000000003,Asia,Eastern Asia,People's Republic of China,0.41350000000000003
CIV,2007,Protected Areas,0.599025,Africa,Western Africa,Republic of Côte d'Ivoire,0.599025
CIV,2012,Protected Areas,0.5347999999999999,Africa,Western Africa,Republic of Côte d'Ivoire,0.5347999999999999
CIV,2017,Protected Areas,0.49629999999999996,Africa,Western Africa,Republic of Côte d'Ivoire,0.49629999999999996
CIV,2022,Protected Areas,0.49629999999999996,Africa,Western Africa,Republic of Côte d'Ivoire,0.49629999999999996
CMR,2007,Protected Areas,0.3621,Africa,Middle Africa,Republic of Cameroon,0.3621
CMR,2012,Protected Areas,0.3621,Africa,Middle Africa,Republic of Cameroon,0.3621
CMR,2017,Protected Areas,0.39045,Africa,Middle Africa,Republic of Cameroon,0.39045
CMR,2022,Protected Areas,0.39045,Africa,Middle Africa,Republic of Cameroon,0.39045
COD,2007,Protected Areas,0.061900000000000004,Africa,Middle Africa,Democratic Republic of the Congo,0.061900000000000004
COD,2012,Protected Areas,0.077075,Africa,Middle Africa,Democratic Republic of the Congo,0.077075
COD,2017,Protected Areas,0.09225,Africa,Middle Africa,Democratic Republic of the Congo,0.09225
COD,2022,Protected Areas,0.09225,Africa,Middle Africa,Democratic Republic of the Congo,0.09225
COG,2007,Protected Areas,0.150325,Africa,Middle Africa,Republic of the Congo,0.150325
COG,2012,Protected Areas,0.225875,Africa,Middle Africa,Republic of the Congo,0.225875
COG,2017,Protected Areas,0.25115,Africa,Middle Africa,Republic of the Congo,0.25115
COG,2022,Protected Areas,0.25115,Africa,Middle Africa,Republic of the Congo,0.25115
COL,2007,Protected Areas,0.1988,America,South America,Republic of Colombia,0.1988
COL,2012,Protected Areas,0.27425,America,South America,Republic of Colombia,0.27425
COL,2017,Protected Areas,0.32325,America,South America,Republic of Colombia,0.32325
COL,2022,Protected Areas,0.32325,America,South America,Republic of Colombia,0.32325
COM,2007,Protected Areas,0.042074999999999994,Africa,Eastern Africa,Union of the Comoros,0.042074999999999994
COM,2012,Protected Areas,0.042074999999999994,Africa,Eastern Africa,Union of the Comoros,0.042074999999999994
COM,2017,Protected Areas,0.0,Africa,Eastern Africa,Union of the Comoros,0.0
COM,2022,Protected Areas,0.0,Africa,Eastern Africa,Union of the Comoros,0.0
CPV,2007,Protected Areas,0.078,Africa,Western Africa,Republic of Cabo Verde,0.078
CPV,2012,Protected Areas,0.078,Africa,Western Africa,Republic of Cabo Verde,0.078
CPV,2017,Protected Areas,0.078,Africa,Western Africa,Republic of Cabo Verde,0.078
CPV,2022,Protected Areas,0.078,Africa,Western Africa,Republic of Cabo Verde,0.078
CRI,2007,Protected Areas,0.0,America,Central America,Republic of Costa Rica,0.0
CRI,2012,Protected Areas,0.19722499999999998,America,Central America,Republic of Costa Rica,0.19722499999999998
CRI,2017,Protected Areas,0.4,America,Central America,Republic of Costa Rica,0.4
CRI,2022,Protected Areas,0.4,America,Central America,Republic of Costa Rica,0.4
CUB,2007,Protected Areas,0.31965,America,Caribbean,Republic of Cuba,0.31965
CUB,2012,Protected Areas,0.39005,America,Caribbean,Republic of Cuba,0.39005
CUB,2017,Protected Areas,0.41635,America,Caribbean,Republic of Cuba,0.41635
CUB,2022,Protected Areas,0.41635,America,Caribbean,Republic of Cuba,0.41635
CUW,2007,Protected Areas,0.2002903846153846,America,Caribbean,Country of Curaçao,0.2002903846153846
CUW,2012,Protected Areas,0.22780192307692307,America,Caribbean,Country of Curaçao,0.22780192307692307
CUW,2017,Protected Areas,0.22717692307692308,America,Caribbean,Country of Curaçao,0.22717692307692308
CUW,2022,Protected Areas,0.22717692307692308,America,Caribbean,Country of Curaçao,0.22717692307692308
CYM,2007,Protected Areas,0.31055,America,Caribbean,Cayman Islands,0.31055
CYM,2012,Protected Areas,0.561125,America,Caribbean,Cayman Islands,0.561125
CYM,2017,Protected Areas,0.5617,America,Caribbean,Cayman Islands,0.5617
CYM,2022,Protected Areas,0.5617,America,Caribbean,Cayman Islands,0.5617
CYP,2007,Protected Areas,0.3527,Asia,Western Asia,Republic of Cyprus,0.3527
CYP,2012,Protected Areas,0.3588,Asia,Western Asia,Republic of Cyprus,0.3588
CYP,2017,Protected Areas,0.38055000000000005,Asia,Western Asia,Republic of Cyprus,0.38055000000000005
CYP,2022,Protected Areas,0.38055000000000005,Asia,Western Asia,Republic of Cyprus,0.38055000000000005
CZE,2007,Protected Areas,0.51955,Europe,Eastern Europe,Czech Republic,0.51955
CZE,2012,Protected Areas,0.524875,Europe,Eastern Europe,Czech Republic,0.524875
CZE,2017,Protected Areas,0.5274,Europe,Eastern Europe,Czech Republic,0.5274
CZE,2022,Protected Areas,0.5274,Europe,Eastern Europe,Czech Republic,0.5274
DEU,2007,Protected Areas,0.449975,Europe,Western Europe,Federal Republic of Germany,0.449975
DEU,2012,Protected Areas,0.47664999999999996,Europe,Western Europe,Federal Republic of Germany,0.47664999999999996
DEU,2017,Protected Areas,0.47664999999999996,Europe,Western Europe,Federal Republic of Germany,0.47664999999999996
DEU,2022,Protected Areas,0.47664999999999996,Europe,Western Europe,Federal Republic of Germany,0.47664999999999996
DJI,2007,Protected Areas,0.0,Africa,Eastern Africa,Republic of Djibouti,0.0
DJI,2012,Protected Areas,0.040175,Africa,Eastern Africa,Republic of Djibouti,0.040175
DJI,2017,Protected Areas,0.08035,Africa,Eastern Africa,Republic of Djibouti,0.08035
DJI,2022,Protected Areas,0.08035,Africa,Eastern Africa,Republic of Djibouti,0.08035
DMA,2007,Protected Areas,0.447,America,Caribbean,Commonwealth of Dominica,0.447
DMA,2012,Protected Areas,0.447,America,Caribbean,Commonwealth of Dominica,0.447
DMA,2017,Protected Areas,0.447,America,Caribbean,Commonwealth of Dominica,0.447
DMA,2022,Protected Areas,0.447,America,Caribbean,Commonwealth of Dominica,0.447
DNK,2007,Protected Areas,0.250175,Europe,Northern Europe,Kingdom of Denmark,0.250175
DNK,2012,Protected Areas,0.282375,Europe,Northern Europe,Kingdom of Denmark,0.282375
DNK,2017,Protected Areas,0.28245,Europe,Northern Europe,Kingdom of Denmark,0.28245
DNK,2022,Protected Areas,0.28245,Europe,Northern Europe,Kingdom of Denmark,0.28245
DOM,2007,Protected Areas,0.2002903846153846,America,Caribbean,Dominican Republic,0.2002903846153846
DOM,2012,Protected Areas,0.22780192307692307,America,Caribbean,Dominican Republic,0.22780192307692307
DOM,2017,Protected Areas,0.22717692307692308,America,Caribbean,Dominican Republic,0.22717692307692308
DOM,2022,Protected Areas,0.22717692307692308,America,Caribbean,Dominican Republic,0.22717692307692308
DZA,2007,Protected Areas,0.049824999999999994,Africa,Northern Africa,People's Democratic Republic of Algeria,0.049824999999999994
DZA,2012,Protected Areas,0.06924999999999999,Africa,Northern Africa,People's Democratic Republic of Algeria,0.06924999999999999
DZA,2017,Protected Areas,0.0897,Africa,Northern Africa,People's Democratic Republic of Algeria,0.0897
DZA,2022,Protected Areas,0.0897,Africa,Northern Africa,People's Democratic Republic of Algeria,0.0897
ECU,2007,Protected Areas,0.312225,America,South America,Republic of Ecuador,0.312225
ECU,2012,Protected Areas,0.34435,America,South America,Republic of Ecuador,0.34435
ECU,2017,Protected Areas,0.34985,America,South America,Republic of Ecuador,0.34985
ECU,2022,Protected Areas,0.34985,America,South America,Republic of Ecuador,0.34985
EGY,2007,Protected Areas,0.20698125,Africa,Northern Africa,Arab Republic of Egypt,0.20698125
EGY,2012,Protected Areas,0.24630000000000002,Africa,Northern Africa,Arab Republic of Egypt,0.24630000000000002
EGY,2017,Protected Areas,0.2624375,Africa,Northern Africa,Arab Republic of Egypt,0.2624375
EGY,2022,Protected Areas,0.2624375,Africa,Northern Africa,Arab Republic of Egypt,0.2624375
ERI,2007,Protected Areas,0.04995,Africa,Eastern Africa,State of Eritrea,0.04995
ERI,2012,Protected Areas,0.0999,Africa,Eastern Africa,State of Eritrea,0.0999
ERI,2017,Protected Areas,0.0999,Africa,Eastern Africa,State of Eritrea,0.0999
ERI,2022,Protected Areas,0.0999,Africa,Eastern Africa,State of Eritrea,0.0999
ESP,2007,Protected Areas,0.130875,Europe,Southern Europe,Kingdom of Spain,0.130875
ESP,2012,Protected Areas,0.19892500000000002,Europe,Southern Europe,Kingdom of Spain,0.19892500000000002
ESP,2017,Protected Areas,0.0,Europe,Southern Europe,Kingdom of Spain,0.0
ESP,2022,Protected Areas,0.0,Europe,Southern Europe,Kingdom of Spain,0.0
EST,2007,Protected Areas,0.36224999999999996,Europe,Northern Europe,Republic of Estonia,0.36224999999999996
EST,2012,Protected Areas,0.431575,Europe,Northern Europe,Republic of Estonia,0.431575
EST,2017,Protected Areas,0.45404999999999995,Europe,Northern Europe,Republic of Estonia,0.45404999999999995
EST,2022,Protected Areas,0.45404999999999995,Europe,Northern Europe,Republic of Estonia,0.45404999999999995
ETH,2007,Protected Areas,0.0,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.0
ETH,2012,Protected Areas,0.0,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.0
ETH,2017,Protected Areas,0.0,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.0
ETH,2022,Protected Areas,0.0,Africa,Eastern Africa,Federal Democratic Republic of Ethiopia,0.0
FIN,2007,Protected Areas,0.556425,Europe,Northern Europe,Republic of Finland,0.556425
FIN,2012,Protected Areas,0.5632,Europe,Northern Europe,Republic of Finland,0.5632
FIN,2017,Protected Areas,0.56315,Europe,Northern Europe,Republic of Finland,0.56315
FIN,2022,Protected Areas,0.56315,Europe,Northern Europe,Republic of Finland,0.56315
FJI,2007,Protected Areas,0.0460375,Oceania,Melanesia,Republic of Fiji,0.0460375
FJI,2012,Protected Areas,0.048787500000000004,Oceania,Melanesia,Republic of Fiji,0.048787500000000004
FJI,2017,Protected Areas,0.1756125,Oceania,Melanesia,Republic of Fiji,0.1756125
FJI,2022,Protected Areas,0.1756125,Oceania,Melanesia,Republic of Fiji,0.1756125
FRA,2007,Protected Areas,0.209975,Europe,Western Europe,French Republic,0.209975
FRA,2012,Protected Areas,0.283975,Europe,Western Europe,French Republic,0.283975
FRA,2017,Protected Areas,0.3463,Europe,Western Europe,French Republic,0.3463
FRA,2022,Protected Areas,0.3463,Europe,Western Europe,French Republic,0.3463
FRO,2007,Protected Areas,0.0,Europe,Northern Europe,Faroe Islands,0.0
FRO,2012,Protected Areas,0.0,Europe,Northern Europe,Faroe Islands,0.0
FRO,2017,Protected Areas,0.0,Europe,Northern Europe,Faroe Islands,0.0
FRO,2022,Protected Areas,0.0,Europe,Northern Europe,Faroe Islands,0.0
FSM,2007,Protected Areas,0.10863826923076923,Oceania,Micronesia,Federated States of Micronesia,0.10863826923076923
FSM,2012,Protected Areas,0.12315134615384614,Oceania,Micronesia,Federated States of Micronesia,0.12315134615384614
FSM,2017,Protected Areas,0.16872634615384616,Oceania,Micronesia,Federated States of Micronesia,0.16872634615384616
FSM,2022,Protected Areas,0.16872634615384616,Oceania,Micronesia,Federated States of Micronesia,0.16872634615384616
GAB,2007,Protected Areas,0.201125,Africa,Middle Africa,Gabonese Republic,0.201125
GAB,2012,Protected Areas,0.260025,Africa,Middle Africa,Gabonese Republic,0.260025
GAB,2017,Protected Areas,0.30010000000000003,Africa,Middle Africa,Gabonese Republic,0.30010000000000003
GAB,2022,Protected Areas,0.30010000000000003,Africa,Middle Africa,Gabonese Republic,0.30010000000000003
GBR,2007,Protected Areas,0.26252499999999995,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.26252499999999995
GBR,2012,Protected Areas,0.32147499999999996,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.32147499999999996
GBR,2017,Protected Areas,0.34245,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.34245
GBR,2022,Protected Areas,0.34245,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,0.34245
GEO,2007,Protected Areas,0.05365,Asia,Western Asia,Georgia,0.05365
GEO,2012,Protected Areas,0.081075,Asia,Western Asia,Georgia,0.081075
GEO,2017,Protected Areas,0.0817,Asia,Western Asia,Georgia,0.0817
GEO,2022,Protected Areas,0.0817,Asia,Western Asia,Georgia,0.0817
GHA,2007,Protected Areas,0.19990000000000002,Africa,Western Africa,Republic of Ghana,0.19990000000000002
GHA,2012,Protected Areas,0.228275,Africa,Western Africa,Republic of Ghana,0.228275
GHA,2017,Protected Areas,0.21710000000000002,Africa,Western Africa,Republic of Ghana,0.21710000000000002
GHA,2022,Protected Areas,0.21710000000000002,Africa,Western Africa,Republic of Ghana,0.21710000000000002
GIB,2007,Protected Areas,0.0,Europe,Southern Europe,Gibraltar,0.0
GIB,2012,Protected Areas,0.0,Europe,Southern Europe,Gibraltar,0.0
GIB,2017,Protected Areas,0.0,Europe,Southern Europe,Gibraltar,0.0
GIB,2022,Protected Areas,0.0,Europe,Southern Europe,Gibraltar,0.0
GIN,2007,Protected Areas,0.2542,Africa,Western Africa,Republic of Guinea,0.2542
GIN,2012,Protected Areas,0.2542,Africa,Western Africa,Republic of Guinea,0.2542
GIN,2017,Protected Areas,0.2542,Africa,Western Africa,Republic of Guinea,0.2542
GIN,2022,Protected Areas,0.2542,Africa,Western Africa,Republic of Guinea,0.2542
GMB,2007,Protected Areas,0.0,Africa,Western Africa,Republic of the Gambia,0.0
GMB,2012,Protected Areas,0.10735,Africa,Western Africa,Republic of the Gambia,0.10735
GMB,2017,Protected Areas,0.2147,Africa,Western Africa,Republic of the Gambia,0.2147
GMB,2022,Protected Areas,0.2147,Africa,Western Africa,Republic of the Gambia,0.2147
GNB,2007,Protected Areas,0.0134,Africa,Western Africa,Republic of Guinea-Bissau,0.0134
GNB,2012,Protected Areas,0.0134,Africa,Western Africa,Republic of Guinea-Bissau,0.0134
GNB,2017,Protected Areas,0.0129,Africa,Western Africa,Republic of Guinea-Bissau,0.0129
GNB,2022,Protected Areas,0.0129,Africa,Western Africa,Republic of Guinea-Bissau,0.0129
GNQ,2007,Protected Areas,0.11,Africa,Middle Africa,Republic of Equatorial Guinea,0.11
GNQ,2012,Protected Areas,0.11,Africa,Middle Africa,Republic of Equatorial Guinea,0.11
GNQ,2017,Protected Areas,0.11,Africa,Middle Africa,Republic of Equatorial Guinea,0.11
GNQ,2022,Protected Areas,0.11,Africa,Middle Africa,Republic of Equatorial Guinea,0.11
GRC,2007,Protected Areas,0.20186136363636364,Europe,Southern Europe,Hellenic Republic,0.20186136363636364
GRC,2012,Protected Areas,0.22596136363636363,Europe,Southern Europe,Hellenic Republic,0.22596136363636363
GRC,2017,Protected Areas,0.17157272727272727,Europe,Southern Europe,Hellenic Republic,0.17157272727272727
GRC,2022,Protected Areas,0.17157272727272727,Europe,Southern Europe,Hellenic Republic,0.17157272727272727
GRD,2007,Protected Areas,0.1311,America,Caribbean,Grenada,0.1311
GRD,2012,Protected Areas,0.1311,America,Caribbean,Grenada,0.1311
GRD,2017,Protected Areas,0.1311,America,Caribbean,Grenada,0.1311
